inputName,idum
values_11,12171
values_19,-9621
values_12,10044
values_38,14180
values_81,11560
values_5,5709
values_40,16216
values_70,-21612
values_23,9479
values_72,9968
values_79,-16483
values_78,-8734
values_87,-7804
values_6,14966
values_68,-10796
values_69,3819
values_1,20640
values_45,-1267
values_33,-4070
values_15,31278
values_93,6214
values_24,-4102
values_25,31334
values_26,-29582
values_48,-16462
values_71,-18909
values_76,-20266
values_7,-7324
values_50,-16653
values_22,16052
values_4,-7480
values_32,4367
values_77,15054
values_91,-28933
values_42,20894
values_13,27911
values_41,29958
values_55,-31236
values_31,-15848
values_66,20577
values_65,2923
values_62,-27454
values_21,-16887
values_95,-4304
values_84,29247
values_58,-5633
values_64,17392
values_83,-28310
values_94,-28182
values_0,-915
values_99,8990
values_96,10306
values_67,-23694
values_61,21701
values_43,-8997
values_2,10031
values_54,4520
values_30,14562
values_59,-20062
values_85,-10862
values_74,25589
values_90,32012
values_18,-22521
values_52,32135
values_44,17896
values_17,30170
values_36,22577
values_49,4218
values_86,584
values_37,3925
values_56,-25448
values_63,-21699
values_35,2517
values_97,-23761
values_75,-31302
values_57,-2655
values_88,30254
values_10,20664
values_53,30807
values_8,-6184
values_39,-14743
values_47,-13457
values_60,27078
values_89,30061
values_51,8999
values_14,26207
values_28,-7485
values_16,6153
values_34,17095
values_82,-18623
values_46,-30365
values_27,24284
values_20,-20396
values_9,-14066
values_92,-1619
values_3,-24137
values_98,-10599
values_29,17406
values_80,1822
values_73,-14466
