inputName,size
11,22
19,20
12,25
38,6
81,22
5,29
40,9
70,9
23,30
72,25
79,20
78,6
87,27
6,19
68,6
69,20
1,22
45,29
33,30
15,29
93,30
24,32
25,29
26,19
48,6
71,22
76,19
7,27
50,9
22,25
4,32
32,25
77,27
91,22
42,25
13,30
41,22
55,29
31,22
66,19
65,29
62,25
21,22
95,29
84,32
58,6
64,32
83,30
94,32
0,9
99,20
96,19
67,27
61,22
43,30
2,25
54,32
30,9
59,20
85,29
74,32
90,9
18,6
52,25
44,32
17,27
36,19
49,20
86,19
37,27
56,19
63,30
35,29
97,27
75,29
57,27
88,6
10,9
53,30
8,6
39,20
47,27
60,9
89,20
51,22
14,32
28,6
16,19
34,32
82,25
46,19
27,27
20,9
9,20
92,25
3,30
98,6
29,20
80,9
73,30
