inputName,idum
values_11,-24
values_19,55
values_12,-41
values_38,-81
values_81,60
values_5,44
values_40,-83
values_70,78
values_23,-50
values_72,117
values_79,38
values_78,-84
values_87,24
values_6,-68
values_68,62
values_69,-46
values_1,-27
values_45,-106
values_33,12
values_15,1
values_93,-38
values_24,102
values_25,50
values_26,-3
values_48,110
values_71,-96
values_76,114
values_7,-10
values_50,58
values_22,100
values_4,100
values_32,-114
values_77,42
values_91,54
values_42,-18
values_13,-77
values_41,99
values_55,-8
values_31,110
values_66,-102
values_65,-98
values_62,-76
values_21,46
values_95,-111
values_84,-68
values_58,-128
values_64,107
values_83,32
values_94,101
values_0,76
values_99,-121
values_96,-3
values_67,51
values_61,-48
values_43,-15
values_2,86
values_54,29
values_30,12
values_59,103
values_85,94
values_74,-2
values_90,27
values_18,-88
values_52,-61
values_44,72
values_17,92
values_36,-70
values_49,21
values_86,68
values_37,27
values_56,74
values_63,56
values_35,-26
values_97,99
values_75,63
values_57,-112
values_88,-37
values_10,116
values_53,-47
values_8,116
values_39,91
values_47,63
values_60,-114
values_89,79
values_51,57
values_14,58
values_28,-11
values_16,122
values_34,100
values_82,-65
values_46,110
values_27,121
values_20,-15
values_9,113
values_92,-64
values_3,-100
values_98,-101
values_29,7
values_80,-105
values_73,-97
