inputName,size,a[size]
values_11,21,"{358914080.747, -1662986505.021, 26690047.351, 966757989.267, -2048014253.789, -1374120249.351, 481069429.462, 1558681680.719, -1852885664.316, 1684682964.112, 973160563.861, -2068537341.715, 2089297188.053, 1458334499.788, 725110472.612, -1808372621.775, 1724147183.503, -1684978450.677, 1041460898.324, 1203289630.263, -986709140.133"
values_19,23,"{-162528011.412, 733711030.085, -1669623639.091, -940119733.356, 1868987845.765, -214671654.274, 985099718.067, 52828922.519, 2105624487.686, 1155437479.094, -1554526864.976, 849577673.639, 1899104529.366, 421792713.79, -1646745873.903, -1586104486.402, -1377668879.824, -2144053057.319, 160998504.77, 1883859655.957, -517972338.33, -1068749537.353, 2009869878.044"
values_12,16,"{-1449231551.353, 2046373547.613, -1053779905.987, -597501755.432, 201774362.845, 393045235.617, 151319598.194, 546086270.143, 733937149.485, -866023212.326, -2056971593.406, 208137771.912, -1834088489.261, -1624465966.44, 1068755220.154, 1072708678.273"
values_38,29,"{-1485725452.847, -1146611682.768, 380780644.039, -1116357816.708, 792854640.638, -678615269.28, 1497259471.365, -1677176659.66, -557257511.874, -1484162053.43, 229844342.156, -2107661129.601, -1213779531.728, 657944119.549, 1268731187.3, -987739879.239, 1503559105.01, -849465329.011, -2093677272.626, 940972137.452, 1177744905.656, -115561729.849, 1600094482.8, 236146497.767, 911005318.544, 1600419448.535, -508846725.7, -502434225.099, -1179769564.131"
values_81,32,"{-729368034.445, -1572168884.819, 1835259511.002, 1466872305.896, -981275388.554, -508052194.664, -1023541498.865, -1613281484.829, 1386821731.497, -396430248.936, -1079730905.677, -613367111.341, -97765551.829, -1300146318.674, 200261602.694, 576844478.672, 1657136332.553, 517801815.356, -1603847938.863, -1386949313.761, 802831993.045, 1070636786.905, -914022532.948, 598951540.806, 362043091.626, -1420988820.06, 1806074838.091, -34417119.673, -1204540646.885, -377529994.207, -1765524885.003, 1124038339.12"
values_5,12,"{808206626.964, -126404950.108, 172856885.163, -1071372682.992, 1614870470.695, -345309256.264, 709388446.845, -1056578828.852, -2144012263.842, -1361923295.578, 174236921.107, -1619585586.194"
values_40,12,"{-736463848.415, 691586259.33, -24829985.491, 1218468389.891, -1260604132.702, -650492658.941, -1844461813.602, -1632480929.06, 250032916.955, -285702421.342, 1154736744.149, 1858693238.982"
values_70,26,"{153355386.022, 556521334.993, 23765389.142, 508005621.711, 295250907.56, -67502795.568, -98998574.273, -285368488.358, 1614229037.176, 1892018758.277, -2088707996.304, 688376974.337, 731718580.071, -1036464447.555, -868172266.643, -1424504861.072, -1790601127.348, 633347690.515, 821912281.43, -1256674744.305, 369719964.577, 994506835.398, 809234416.673, 1038487377.641, -213346561.419, -337172162.465"
values_23,2,"{-1599057220.22, -1273305709.655"
values_72,6,"{198598412.478, -456885383.404, 239373533.571, -1149733968.118, -1688252608.458, 789255362.439"
