inputName,size,a[size]
values_11,13,"{1774487844, -590486768, -2046028368, -458705712, 586142251, 1142274759, -210374292, 680182334, -354278778, 1422494902, 973986333, -1105496539, -99286475"
values_19,12,"{-1600309691, 82786742, 1082599151, 963882033, -62245857, -560030779, -810423750, -1060272175, -1816766523, 1159633319, 1815082048, -704242526"
values_12,28,"{559935177, -1894917571, 669190050, 945661801, 1581960976, 693367200, -334992176, -1291366737, -2079602633, 1338508491, -1465540569, -1259084694, -930663914, 703367462, -435994014, 1038313323, 2023955628, -1346470412, -763536807, 1195611576, 1430123343, 1002132731, 1154308173, -1713219110, -1291928578, 679368978, 149714687, 1894249053"
values_38,8,"{1479619046, -1046573917, 1474020119, 1140180439, 505447469, 1787121154, -262310993, 844802219"
values_81,2,"{700348389, 713921858"
values_5,6,"{658620287, -495626047, 1306117753, -1429001792, 1837896782, 1090494232"
values_40,2,"{934826182, 1732085063"
values_70,9,"{1868496830, -2061498096, -222925671, -2128894171, 122671978, 1919164892, 589417534, 1379268932, -1193890339"
values_23,20,"{-381261136, 1421911534, -1301392716, -1815997571, -1292300975, 1076560349, -628980079, -493319493, 2020247807, 683628558, -1390084545, 1786524896, -1179700186, -514231209, -1559651016, -128874819, -1828391725, -1191083366, 665343300, -1463104746"
values_72,19,"{1479469277, -1171627412, 2031201094, -1666992553, 482014, 5689136, 1967667531, -303258841, -1242073511, 996497116, -1381259707, 434008237, -1632284040, 333351897, 862456104, -98286096, 1454152300, -1705093117, -1993053617"
values_79,27,"{-1293245881, -931350187, -1814991548, 1192701975, -401264153, -2092936837, -434805871, 1433173260, -2123519166, 293094947, 1669883940, 600057180, 1228733854, 1369463271, -771033565, -1751425032, 158169056, -467134508, -692523415, 2132337888, 831948471, -941498573, 616776850, -455880916, 1726345746, -1145628561, 507422697"
values_78,30,"{-606717943, -1041610597, -1734289287, 1960316410, -806886242, 1767357630, -1114711983, -434357068, 201752453, -1909611645, -1375543199, -143872667, -858020917, -455166697, 125154503, 844282997, -2005670474, 273734531, -1239832633, -409178724, 361312123, 402143707, 1101045029, 903616558, -209415697, -365912573, 1152653071, 1694554936, 91500905, -388514175"
values_87,3,"{-264224644, -1552699558, -1071513762"
values_6,23,"{1569624975, -1741160076, -368634042, -1856117156, 2118039872, -1764487017, 1880010993, 1181707377, 1284946034, -972867484, -1889364726, -1867468551, -1320766009, -1240806728, 1158946141, -226954948, -1454603202, 1331024832, 1866910482, 1379979158, -1884286623, 530005217, 1658120550"
values_68,10,"{-685255774, 1032405546, -770159795, 1801350965, -1146839674, -1173194779, -883432811, 1355206009, -1421917191, -1937501785"
values_69,8,"{949354987, 208459742, 253953374, -1094641046, 433749513, -1462736327, -1087221243, -448292066"
values_1,30,"{1631302566, 962200484, 999966084, 1231254890, 1062279039, 576347753, 1626328735, -1928232201, -1802703288, 2054693252, -406799643, 105943515, -116313584, -483062365, 1742015502, -1796559570, -1210199727, -289936146, -1925764710, 145383352, 517100235, 101080089, -555315608, -590713077, -1180068345, -1002175991, -1882916175, -1391856229, -2097855998, 377961812"
values_45,26,"{299638071, -1253007530, -1459338481, 316767795, 877376024, -1580634861, -377935854, -735097519, -1531562418, 1893259055, 286851384, 1306256050, -1016064935, 1929270958, -28572222, -928455654, 1550557596, 89597224, -921964519, -2133039754, 376076057, 684643668, 195586445, -1311783181, -1637385006, 159356717"
values_33,14,"{-631702569, -107244208, -1870294292, -134938101, -1020648048, -1251016665, 1316772350, -1824013446, -2130089772, 1188694189, 989393696, 532491367, 1137045669, -769701901"
values_15,26,"{726964407, 344660569, 655162602, -366052874, 21622159, -1724453157, -2087208072, 1787578374, -919631103, 1039604605, -2129863239, -410692772, -1337447053, -2101854322, 1025839545, -1534446615, -1406244459, 2107458114, -1983409144, 1532672261, -135883100, -335121967, -1886789119, 662378720, -163117604, 160568100"
