inputName,n
11,71
19,84
12,86
38,27
81,36
5,54
40,56
70,50
23,37
72,18
79,38
78,88
87,65
6,92
68,3
69,45
1,11
45,99
33,56
15,62
93,6
24,15
25,93
26,70
48,61
71,61
76,6
7,71
50,79
22,68
4,13
32,57
77,80
91,64
42,76
13,98
41,3
55,95
31,17
66,75
65,35
62,96
21,93
95,41
84,27
58,74
64,88
83,45
94,97
0,8
99,75
96,46
67,7
61,80
43,96
2,69
54,64
30,24
59,44
85,59
74,47
90,86
18,99
52,75
44,11
17,60
36,48
49,27
86,74
37,47
56,85
63,78
35,19
97,88
75,51
57,67
88,91
10,61
53,51
8,12
39,85
47,67
60,74
89,58
51,38
14,91
28,37
16,37
34,34
82,16
46,34
27,53
20,19
9,19
92,83
3,38
98,53
29,15
80,23
73,6
