inputName,size
11,24
19,31
12,17
38,3
81,28
5,14
40,29
70,25
23,3
72,16
79,26
78,6
87,5
6,20
68,6
69,13
1,29
45,13
33,19
15,21
93,13
24,30
25,27
26,15
48,6
71,32
76,15
7,4
50,22
22,13
4,15
32,28
77,31
91,12
42,6
13,18
41,18
55,28
31,6
66,12
65,5
62,8
21,2
95,3
84,31
58,8
64,8
83,15
94,17
0,31
99,6
96,23
67,9
61,21
43,22
2,22
54,5
30,22
59,21
85,25
74,12
90,29
18,19
52,18
44,32
17,4
36,7
49,15
86,6
37,31
56,27
63,3
35,12
97,29
75,13
57,9
88,23
10,4
53,8
8,5
39,24
47,5
60,26
89,8
51,31
14,22
28,19
16,2
34,19
82,12
46,17
27,32
20,3
9,28
92,2
3,22
98,16
29,15
80,28
73,20
