inputName,n
values_11,22
values_19,22
values_12,23
values_38,27
values_81,16
values_5,4
values_40,18
values_70,7
values_23,23
values_72,9
values_79,15
values_78,8
values_87,28
values_6,30
values_68,21
values_69,13
values_1,16
values_45,8
values_33,27
values_15,6
values_93,20
values_24,26
values_25,32
values_26,20
values_48,20
values_71,16
values_76,20
values_7,15
values_50,31
values_22,15
values_4,11
values_32,31
values_77,29
values_91,13
values_42,32
values_13,18
values_41,14
values_55,19
values_31,32
values_66,14
values_65,25
values_62,5
values_21,18
values_95,5
values_84,2
values_58,17
values_64,21
values_83,27
values_94,30
values_0,5
values_99,26
values_96,28
values_67,23
values_61,15
values_43,31
values_2,31
values_54,12
values_30,13
values_59,19
values_85,9
values_74,17
values_90,3
values_18,32
values_52,13
values_44,23
values_17,21
values_36,29
values_49,28
values_86,11
values_37,22
values_56,30
values_63,18
values_35,10
values_97,7
values_75,19
values_57,4
values_88,22
values_10,29
values_53,23
values_8,8
values_39,24
values_47,16
values_60,10
values_89,10
values_51,32
values_14,5
values_28,17
values_16,18
values_34,7
values_82,9
values_46,32
values_27,5
values_20,3
values_9,27
values_92,23
values_3,29
values_98,20
values_29,15
values_80,26
values_73,6
