inputName,nn,size,isign,data[size]
values_11,2,22,0,"{666818178236650899, -4093969070285214715, 5079315052185835417, 4252330637143521532, 2846509483947834798, 8764832644418195145, 2311587749220768175, 1991316812185288635, -3544397206814733399, -5717340844151342685, -2948905129299406979, 5196093397333784686, 5883545582056167695, 5254728766418531390, 1757258381224482876, -8079282086775478419, -610433223575422176, 4426061459127835859, -4951536330407368916, -3021770305299257146, -3872123064996327625, 6343280876162129347"
values_19,2,20,0,"{1458515387148208042, 6337326625338524508, -2583844916092073409, 3040091665246685284, 7701164649490840272, 174845776976269249, -2826877130333970440, -7924364034867769171, -71155027343653638, -4706758469821682202, 3608627402795998967, 3412930719769285658, -8051357972000063686, -4023461688491343745, 8402529263633497242, -6754641334077032735, -86499951454902925, -9073399315682393472, -527160957406039596, -5072100877416794555"
values_12,2,25,0,"{5997709568364575333, 3615250779765323681, 6428984859534007807, 8576258119479965327, -1647004529571361101, -993187790599451510, 1951456398184414099, 7575126219646998539, 8845207120198158918, 6051635697303945111, -3716163687899454885, 6777338192785702987, 6306769705729994616, -5286015471807238751, 378806790904910951, 1960250636260396081, 2218714117313615080, -8109039387816428087, -7174882143486885265, -4232910437873686852, -2303734227414314019, 4152179604436704897, 2621652350445141559, 6842069360627211410, -7047405100948205786"
values_38,3,6,0,"{8596433113272488700, 2710034039138835625, -6695974316086793231, -7266236857247726047, 8529592370802257663, -6073231900027820744"
values_81,1,22,0,"{-4685179691178998480, -8495846965416580536, 5448067521798069539, -5271156131267264926, 750302999739786102, -6971309681266297242, 5980373942190426755, 5022921508608591518, -1509918845673079731, -3695363704375734319, -6282570097126293506, 8974455890353934533, -4891764857405902831, -827550021576385340, -7330970470286261201, -5835485406786946190, 9171512500443212293, 8864322525789974913, 2926943744441741896, 7197674102271957015, 5107078223456579979, -5214001852071723722"
values_5,1,29,0,"{-6992748025008453249, 5624453334602385353, 9118130105212711859, 4491428513455600273, 2229096541315287851, 3424866543317399658, -6607335295928947233, -523111378898933609, -4791586083046903605, 308732561545274679, -7688629861003237253, -2349609905521356939, -3913164268129236246, -268842156443915425, -3628565531360155447, -2478746607928313638, -7638490820992745547, 6788193246080451871, -1989188672256979943, 4286121554268510701, -1987399955718804021, 3524075990460317481, -9046405398703886213, 4770656539089296401, -4510089470056925073, 3280429926220431820, -5686784247947647530, -2554582001878185058, 1325562110388898442"
values_40,1,9,0,"{-373987809629927457, -6237896757290708565, 6455613072009464193, -4957785552680170559, 1565363300688091511, -1136420042505664894, -3108568092850351606, 2519132027529657332, 3893418506927184732"
values_70,1,9,0,"{4248034722489873041, 398439818356545934, -2177871323563113316, -4522116623845493690, 5036852085198149098, 492641291265278124, -1592161859842362244, -3807691776047897443, 7272373982581480531"
values_23,4,30,0,"{4866115644057401662, -3980103138303483604, -8884620602500177015, 8381820775284864143, 6579413402250194527, 4383802392780365462, 3727145881309220652, -2912237659828848327, 546710561881228228, -5372240526883350749, -8446467413130366342, -6199716912542455857, -273273323789617161, -8746371432351710506, -2199063826408408845, 7400374077112973623, 5912082884396071873, 8843199333672165521, 9222416382176485608, 9214615032839580728, 1449319435280769511, -6070945275165283255, -4401716664589628364, 8298296256428736883, 929454588979434464, 2712792366160243536, 3160577545079014229, 8837466655307788152, 4631661829903542877, -7809074093774599018"
values_72,1,25,0,"{-6792802165470067690, -6159165330631273667, -5379805553460259208, -7161241158180022658, 5870342025989410127, -1288027421245631588, -2183925804410524335, 8448734813803732896, -1292171324662944791, -7754682823198387965, -7875095120647436877, -3321649902240946840, -671518427984838885, 1593123407927124686, 2285260884922001232, 3801135728387106786, 1493302864123712224, -7127908002988423613, 2461233358416555723, 1988179551803354266, -5586399621884696802, 4111846277583807713, -8456972913710663582, 9152113186023309744, 7028165203958789444"
values_79,1,20,0,"{-486223568704994116, -4698593884279619043, -7025247279750707382, 4405902561183334052, 3087950028470258866, 810133696798871453, 3388445814412809477, 2042268099187847423, 1707156941907356034, 4280472270697348191, 3050618466403933344, 7115516109803428400, 7287717277272219048, -6262211387948061142, -3864383340940982891, -8777532204265589770, 6249692306865829377, -541350670942043637, 7581197357372259309, 8574569473273562917"
values_78,1,6,0,"{-3367192229925889508, 6469839153586585569, -8539717685645677253, -3060198968616214606, -39795556075764266, -9008897754919364466"
values_87,1,27,0,"{7708458264649376477, -1610279746152904081, 865234633481258840, -7969917451135416567, -3110686395104015649, -7889371389672111957, -2580450240661102387, 6509991930325180836, -6867173841443974898, 8844004303746149809, 2255165578640542686, 5617335445386821307, -5949780011631141460, 2849198198248135658, 1540060238912841119, 1424117122872833611, 7357871723936262160, -2274202720168416674, -2893587225265728707, -8160713827294826877, 4843996186546088795, -504496382020770190, 2572575166653972174, -2520184538207119192, 5377504692712099548, 3149810141520403086, -3300292896831582949"
values_6,1,19,0,"{-2031392780695657855, 7348623560706178573, 1492506662008882349, 5796394204992401080, -8871608809401330919, -6281960984420287947, 6654078862498222054, -3052993914251009030, -6226194204126637965, -8419737512553895647, -7813727601748411287, -8642885658855546063, -3982286507537806266, 3819909641390745969, -2234267044111141732, -2328078459990658426, -3260986933300840965, 7845345867450125894, -8838372577197382102"
values_68,1,6,0,"{-3200151795600218366, 3202906114192818733, 8604502750727626260, -6390451332197547730, 5984177814850938631, 6968919697266411382"
values_69,1,20,0,"{38888556952718329, -7730080969303934849, -2094841225586780984, 8519558598579927613, -8446323241248598692, 8956848433981703592, 6896338383657151026, 8449252804718835460, -8762978528574833749, 6761806646985729328, -231966768745893869, 1907362823564100711, 6757573026578789024, 5105540397362911033, 9136455340761500607, 7008629526018164831, 371755575442524782, -3310701918915198538, 6482638295055198944, 7589731841658243705"
values_1,1,22,0,"{5958833879361306674, -7899320170287319842, -4726839983398004271, -131643707668353552, -977612864338140033, -5773046912615371854, 6979258454219342283, -3072442983826087398, -8361915196451427396, 2587004056781399976, 2521917342103237903, -2097187587681189591, 4385891662188450659, 9030387242183481250, -8116445469755842399, -3325971807132647181, 6340454486877122932, -6597982076359968020, -6104836894573284001, 8670386983426220521, -966521644029266466, -7028347256133356914"
values_45,1,29,0,"{1786336390807522099, -5766008083530430036, 1942505159674582183, 2529098353247241670, -1643341814122502057, 1643114404832328693, 4500118078704754259, -8798314939179142211, -1921378430404863499, 627475467317455643, 5655927232441195393, 830303460713180081, 3968929273218204670, -1958575272090390809, -4433649473633398393, -997877145549671539, 3502695602349852050, 2859691899328654469, 6252943098148179889, -4557047421153171792, -3935884408387661211, -773450267024559230, -4005189318820564322, -969623527191387719, -1418867720195162754, 8464875342028806373, 403869393862828580, -6709723700144003469, 5707874604809982496"
values_33,3,30,0,"{-1514325871201692301, 2894513213270820507, -5663115829396781491, 2962546867805704638, 7208476064070272340, 5930368000504456096, -533678375244100146, -8616985603871106099, -812587173171486699, -2213816618065945930, 2055311199123641828, -1629708477492577637, 6168354402536426914, -6902058773388350937, -7249248761138076597, 39570719759188234, -5580618621750295685, -6347347289991596817, -4522349179803143504, -2586622311095331709, 6051198998557347480, 4784561920117088972, 4404026773547337813, 8560002639478329094, -6963833515336321623, -9199882492862603436, 4952757296449715808, -1014201065063873616, -1173415413321955928, 7880465769063554922"
values_15,2,29,0,"{-5530041155420013398, -5287527797144122294, -3004736115897696208, -6884563226553516186, 112495284797889055, 2705466468587458472, -4668787702983430643, 637257896350157731, -3465080920396438412, -2002442152346990865, -5964612050874562446, 3929350494386237605, 6485589576829620555, -2551711006852656242, -2258301229400466940, 2204736747866389912, -4410060741004867191, -6240606475042626072, 7426385483853784195, 8465427204445307452, 6920820700211194850, -4774633642965413796, -6895391270729392720, -6367621415154293949, 2708025076542220494, 4276773334917899474, -6241958097165840819, -7596529558982933990, 6578742284053295124"
values_93,1,30,0,"{-3509981835740966947, -3887406310383663380, 903145177067901444, -500508514689118338, -6248769442283857936, -3713145577065516236, -6678047911182690051, 5964122134389011592, -1235815937522357755, -553607553725542131, 8685476799894454279, 2371488172186852315, 2544743154290917734, -7269466028504153415, 4654365934599055144, -1051128148347519496, -5439786467391862426, -3152050537989626256, 4682812225756259109, 8176212836506986208, -2769973465253879034, 8448303213241493740, 2968139553842632852, -5717061274311113302, 4700849284955962780, -4848863393582799552, 3946864037126763404, -4621265259005715277, 8507278102283508720, 2450592508073974615"
values_24,4,32,0,"{2420671699542138270, 7060331459111111245, 8803958552422962259, -8874812477941506739, -4961009359247908695, 5087358556616381011, 3157459866160109020, 4698927659112850217, -4620842938905087824, 4171008253981570545, -4263684609493712666, -8185095867428870098, -5391728517359269312, 3933900316570912900, -6268249194434225903, -1552793033287667023, 1351150597093410883, -4764711085738293330, -1795755441775461103, 8122527294548154455, -2625810463111356036, -3658413978772878859, 7108372071861968549, 4249086918145287496, 8796632602071270290, 7301561670697501547, 254943235398302346, -6820316128455838332, -4347705995488053397, -1576384215494793167, -7403742424676057040, -5954577767530595903"
