inputName,key
11,15
19,24
12,24
38,29
81,15
5,20
40,4
70,4
23,20
72,24
79,24
78,29
87,2
6,29
68,29
69,24
1,15
45,20
33,20
15,20
93,20
24,10
25,20
26,29
48,29
71,15
76,29
7,2
50,4
22,24
4,10
32,24
77,2
91,15
42,24
13,20
41,15
55,20
31,15
66,29
65,20
62,24
21,15
95,20
84,10
58,29
64,10
83,20
94,10
0,4
99,24
96,29
67,2
61,15
43,20
2,24
54,10
30,4
59,24
85,20
74,10
90,4
18,29
52,24
44,10
17,2
36,29
49,24
86,29
37,2
56,29
63,20
35,20
97,2
75,20
57,2
88,29
10,4
53,20
8,29
39,24
47,2
60,4
89,24
51,15
14,10
28,29
16,29
34,10
82,24
46,29
27,2
20,4
9,24
92,24
3,20
98,29
29,24
80,4
73,20
