inputName,n
11,22
19,33
12,67
38,77
81,81
5,20
40,52
70,83
23,122
72,122
79,55
78,116
87,110
6,75
68,3
69,67
1,101
45,79
33,11
15,101
93,97
24,63
25,91
26,72
48,18
71,17
76,105
7,12
50,119
22,57
4,54
32,30
77,3
91,63
42,12
13,76
41,74
55,96
31,96
66,61
65,116
62,105
21,40
95,95
84,10
58,90
64,35
83,84
94,15
0,119
99,119
96,4
67,90
61,65
43,3
2,38
54,59
30,111
59,41
85,24
74,16
90,3
18,83
52,90
44,105
17,90
36,35
49,123
86,19
37,16
56,12
63,37
35,83
97,25
75,17
57,28
88,22
10,36
53,41
8,11
39,22
47,96
60,113
89,29
51,102
14,94
28,13
16,18
34,108
82,45
46,24
27,110
20,23
9,110
92,63
3,87
98,56
29,72
80,67
73,34
