inputName,size,a[size]
values_11,5,"{3650355852919689050, -2121725452146733534, 7312011712551137920, -337131082850454195, 7166958415575088668"
values_19,23,"{6864706234950839184, -4147620538039158893, -685309744415840107, 4556704694402702097, 7620702363252766966, -8795460757236717747, -343711117060324672, -3560887535061541270, 7210818200607229112, 1533549197538948538, 5569004780007962792, -1704971497297842767, 8477184627284121839, -736271467138506917, 555367753986305220, -9016683284292046881, -8590658180671195674, -3505714905487847215, -2367441334320390546, 8338020411576055970, 8642618078911371953, -8344310857103581776, -178863897172654141"
values_12,20,"{8618161236787765038, -4328674159752717258, 407355380205438886, -5858389638128616211, -4182584364453277040, -8899899505631565305, 8704443243385630299, -7703459751978129779, -5131018275112765535, 7208109149977089498, -7314696459957405478, -8606052353249951983, 5785178816266447675, -4422737594386091803, 8596536219304167593, -963826126372054077, 8188100586738033527, 8315833750513047574, -7103013404338732534, 4946527074722153096"
values_38,2,"{-7336412916868300722, -8148033289116320442"
values_81,10,"{3083073901830787878, -1735279310471889160, 1622298205514010658, -6028831662134225480, 5059452687243126022, 4709920710891663214, 7714783287756013975, 5760427251046877500, -3540220248029133014, 8929982965377123645"
values_5,18,"{-5670497688482729995, -5812578324827899924, 5125211815417469600, 5200276909759567157, 4505333177819908150, -3584494043978588320, 7928452298874035836, 8802696526261736823, -2757735353428804106, -5939423701614800685, -1014309919866331378, -2090912235972477828, -2319142830465918160, -742492294168326127, -4338657771909596184, 1671912850505241487, -4727923815703010892, -5265085677649775055"
values_40,13,"{1684070881863800304, -341187586363530025, -5710750529818304286, -7381170720310312208, -587845342695674032, 2478111322882348071, 8230931703202379239, 7324995373496710591, 8439331359964854931, -1592339100114200556, -4072000134223661657, 5702349563014600720, 5734983069228969139"
values_70,27,"{1104164646914762599, -2463821883314927181, 5494785527440180749, 8279375447900796324, 8074575006496578840, 2917376095640560322, 2617797972567062973, 7628774724897509437, -5151702060926178174, -8565850386992632355, 4767417602407698076, 2111261076379824529, 1469174485214340788, 5271124882932001995, 7107660021942421367, 8240300323602583263, -7937897553985277797, 3536970231965828037, -4924142213589987628, 401447381153773099, -3384586713544590549, -7805393693670842648, 3457024096381190692, 216885956022959901, -3731448627536376686, 8644677857235970425, 523657733173625346"
values_23,17,"{-8280394710952547868, -6708040071176186186, 549566634638215288, -6080705925810180192, -3438296754356228287, -7548718841450007721, 4607322985995861410, -1540848672054660379, -7093700043395481276, 5187750891474322709, -5717668513270379639, -7904919199158274240, -4231368573293122084, 6907903289687794696, 3800450720418961860, -2571372306755372781, -1400441367784961748"
values_72,32,"{-7546503486723894920, -4778903910887939062, -4505596896860120486, 6692162060472465963, 2168404443070350877, -6937952030727153897, 332527835753675962, 4145170115751565946, -6711519274303288690, -5996420750310539330, 2541287384327038543, -7902351205004882265, 1451997269876225356, -990668213157468576, 202679835972649367, 3214133121118340563, 3417128798989595689, -4538444832966633672, -8065288091434986293, 5377988533513530612, -7476990611706758369, 1115816703563205536, -3961076803263327512, -4358080314566529769, -1699540236480952119, 8015822848892900662, -7895171334748029194, -2595813376305405252, 8470038421042948612, -8119285399813546357, -6729903625728738983, 5617184488839832777"
values_79,7,"{7110090727770136732, 4419490872311960647, -5329048101775764606, 4309216845168807249, 6586868539805740790, -2092151349169047236, 3853773180328761338"
values_78,31,"{990257422873337350, -5449819544856062349, 976718738504365209, 2281624893361082452, 5602280120636757125, 4301594905428245525, 7274565283350217909, 1678759311780436302, 804984657800622241, -6068723958476224301, 4171351009259680066, -5557893745412710841, 1960936363036012435, -5939818413762767914, 2561057609711316083, -1400703234542165427, 72344509832006631, 9064698723213864390, 5486792174914362029, -6865691870548986619, 8302988261847932773, -4821947831262179353, 2968179133487604243, 6130918711905635786, 8159197969463613260, -7902977217844322802, 1178318781565370898, 5158425689184104114, 2133586208626709140, 1652029031866632125, -308246827419773675"
values_87,14,"{-4868096260463759206, -5714340017674450295, 8325803437013685530, 3587916629280458570, -1305134038885910340, 318027232493682741, -6381951294495608619, 9131452700494947427, 8459305592062096921, 4379068655753616752, 6711385452326834294, 4382580622103608061, 1554594749529487807, 5283241382248897096"
values_6,5,"{-1858503282209117201, -5955593183643273425, -1597541485266713321, 8883700167550815813, 2157686268408414039"
values_68,20,"{313157536737430404, 1236127839680663233, -1004457967294928979, 7076459083265797286, -937878338108461587, 781086277426215203, -7934620012355871205, 2199703533365742192, 4021185147536445617, -4762153547469935919, 680158702571896098, -1591953673659095125, -1275300494277648617, -1004910266356459182, 3188071116584927042, -5469347020363980145, 518965578913185519, -7945562119834089610, -6092526546256739199, -2025647070068649012"
values_69,7,"{-2670604802995141702, -7689544546031975007, 1544607203331868255, -5707840504262202079, 8017148973329133357, 4139245300753941528, 6122844308671665236"
values_1,13,"{7127819911973533818, 2612630912341491378, -1022818637677403537, -398371866197254602, 4151686999191945581, 6100128788862415117, -8193238505696521606, -5459358538447077340, 4489219064126177131, 358642704159337941, 3734800941706961035, -2496517481533361335, 7351502389919639076"
values_45,24,"{-8346576121634575774, -7333526291388076944, -3669714237632446335, 7435807212788673722, 6740857940113860871, -3954041542698106854, -8755592037944787083, 5998468938135263043, -5782140695760259576, -7515182522533592020, 5175946777842937694, 1827426096173042993, -8785012880457289761, 398545568356882221, 7080408265994242506, 608742537483087650, 7710937011847361517, -9009317618752529848, -5826278218999079637, 3565779011325612259, 5639655710783657520, 6273184777465639326, -1881549828627701207, 2311192191995694597"
