inputName,nn,size,isign,data[size]
values_11,3,29,-1,"{1140219661, -583226941, -1320582968, 1141281485, 1136271486, -1032344256, -746492652, 850572361, 1855789623, 1029061118, 17479693, -514046330, -364185195, 1267518295, 1815719440, 1308299833, -851457342, -717547106, -587565282, 1135186247, 1199185355, 75067250, 1689515739, -290895250, 2009506211, 1366831033, -775809751, -1809000077, -123672830"
values_19,3,27,-1,"{-43743297, 1259509882, -988734522, 1984288946, -2800655, 1131409249, -881799627, -2118999728, 431684200, -395410460, 926227193, 1252420962, -1681605000, 668322779, 1180865923, -907855737, 1560833510, 1217093624, -1023902710, -914677293, -1546493508, 1796066004, -1106648082, -571359954, -1189742792, 660143153, -312818324"
values_12,3,6,-1,"{-643872156, -470027366, -2001172909, -556071271, -1051445168, 445276319"
values_38,2,11,-1,"{-479250273, -1039626857, 1647783497, -1288610954, 1370187481, -18237862, 1004573686, 732624499, -1928162227, 1938259062, -810214775"
values_81,1,29,-1,"{353429136, 440846864, -1839960326, 852578079, 1847218172, -2047422277, 1287680392, -1267527043, -1120067165, 28586789, -1404986216, -552013616, 1383332347, 1438073719, -1903809348, -144196995, -700120749, -251843554, -1113383942, -516954788, 1748653160, -1357057939, 1373679470, 121984445, 1376165351, 1947052537, 1003086494, -1551329161, -228885779"
values_5,2,6,-1,"{1276389530, 2117134386, -243834050, 573695322, 1258037882, 1697857518"
values_40,4,3,-1,"{-886051154, -1064040601, 1188553943"
values_70,4,3,-1,"{1967367634, 1985979795, 157904239"
values_23,2,11,-1,"{835691184, 473171990, -215576044, -1032310092, 1570462246, 960277716, 1935891268, 1990592086, -178575068, 35025396, -62948069"
values_72,4,6,-1,"{-15646015, -1556619801, 1702772608, -2118673188, 342229577, 1351014453"
values_79,4,27,-1,"{1914242799, -2112653230, 1111473191, -1404114308, -175621821, -1144602336, 1160022696, 1673967924, 72888004, 1437366213, -991755818, -1608622611, -1903916086, -637147492, -327835631, -2139671004, -386076564, 1526794139, 210863569, 79275523, -1385007722, 437347103, -214788491, 1754906552, -1650896441, -1903061127, -1154894974"
values_78,4,11,-1,"{-691988100, -993556186, 1043531361, -1112680675, -1042877127, 1573229324, -2034457054, 393045436, -926215136, 1225315478, -1322074238"
values_87,1,5,-1,"{-725405358, 1364173339, 180512756, -2121066329, 1689395442"
values_6,2,18,-1,"{-560894551, 1373681851, -1414056042, 1096686349, -1958045482, -1915591307, -525041422, -58147424, 1304168230, -1442616750, 768082831, -198583958, 1324125903, -959427981, 746765162, -380033306, 1040522667, 211466958"
values_68,1,11,-1,"{348927852, -497490521, -330481471, 1118991134, 2138619772, 82582860, -1346434440, -478725716, 791228363, 1115787497, 1777056228"
values_69,1,27,-1,"{1532063597, -2125067934, 1707125182, 1249378400, -1782172672, 1174698534, -1072531195, -155695177, -994568141, -431725282, 1662958104, -359036515, -89565785, -852793975, -235263528, 270150229, 82244150, -459691278, -2022220230, -1072011347, -1375289684, 498500796, -2136256411, 1876379864, -1796204638, -1697487412, -1586758027"
values_1,2,29,-1,"{1882147309, -981779357, 1491193014, -1284286298, 333807916, 1204777414, -474425773, 1694525227, 1215564802, 1016877442, 478160278, -1481856538, -1061927777, 2045937819, -433027035, 583943768, 2050435534, 631512875, 737414447, -830540411, 485192484, 1233843282, -510238638, 1170658535, -964801552, -1686485711, 1618720405, -249979437, -1396224636"
values_45,4,6,-1,"{-2070817727, -863034432, 161241271, 1899210102, -2060569861, 238387637"
values_33,2,11,-1,"{-265846475, 1463554905, 1299581556, -1101145106, 347393848, -990118706, -455628655, -1256215235, 720259074, 236304922, -437645253"
values_15,3,6,-1,"{-1027786592, 633235427, -700880293, 1270724031, 1764836093, 1783315064"
values_93,4,11,-1,"{1934721962, -2030763990, -1280605198, 747768018, -791810894, -1477949112, -1073746654, -902328747, 2060793538, 1222670445, -778919640"
values_24,2,2,-1,"{-1774927825, -1393188412"
values_25,2,6,-1,"{195315553, 1435561278, 1306957713, 1560115300, 652889033, 1767857740"
values_26,2,18,-1,"{-53699324, 767256077, 2036994343, -793268556, -1699662912, 1170995435, 1640411917, -1243129708, 431596978, 734194724, 71920374, -891405480, 760070983, 1903164924, 653702336, -1859807733, -1003380524, 13430369"
values_48,4,11,-1,"{523716138, -1582227832, -1595728285, -1526109142, -573721910, -1136447362, 513447032, 431209010, -775873288, -437686351, -1373930946"
values_71,4,29,-1,"{-133351086, -318349698, -1894542039, 218236221, -1359782229, -1924560709, 1887835248, -543558978, 1116170520, 1689323172, 644665952, 1824716185, -1685051517, 1510642127, 1141291123, -1458920633, -920632252, 47054385, 1485416852, 447940601, 956502630, -1068609826, 249144085, 277521202, -1001673133, 2042316990, 2133290611, -407571550, 1631522445"
values_76,4,18,-1,"{-1936243827, -1903707988, 1215134914, 1759323159, 2105190917, 1329372630, 1179886787, -48583681, 60059754, 1384971945, 1273273436, 558113024, 864553949, -395667554, -1610344213, 1592960380, -1170903620, -759262762"
values_7,2,5,-1,"{870407901, 648435421, 107654439, 26362210, 445433499"
values_50,3,3,-1,"{1603477416, -2111091813, 1355175216"
values_22,2,6,-1,"{-1852402486, 908538637, -447406415, 1217134460, 1252338058, -496988759"
values_4,2,2,-1,"{-1239950363, -1413919569"
values_32,2,6,-1,"{911413152, 2085000694, -624409711, 1953108552, -1742038863, -406084330"
values_77,4,5,-1,"{-495736011, -1587037581, -1363448567, 1436425805, 1686756423"
values_91,4,29,-1,"{26743918, 1654494049, 1695222297, 1087251109, -1624365438, -1075397503, 1095624463, -1023699242, -201877146, 1929254650, 666868867, 1386759332, 399580753, 1931320631, 240204153, 1998308681, 1780879240, -870704603, 362974854, -267009891, -558058183, 1429056123, 720987832, 454540049, -1374877509, -1391613677, 952992576, 1316410869, -2073188943"
values_42,4,6,-1,"{-428041627, 1776333180, -89959462, 1649516879, 1449807661, 1620865692"
values_13,3,11,-1,"{-1894609258, 1738572389, -1937212120, -1677558714, 39836826, -1211518085, 105445585, 1837301398, 771668307, 751506182, -1776478318"
values_41,4,29,-1,"{709272381, 1748727073, -1527451000, -1289663595, -811928672, 1960139042, -1401439229, 139241146, -1986687682, -2057224001, 768580460, -1528435157, 1718696009, 869396420, -1263793399, 1512081311, -127212648, 336069999, -2012142494, -1852769969, 166751538, 1148095596, 632843961, 808370249, -739958716, 314879785, -2129596366, -31078765, -1707443782"
values_55,3,6,-1,"{-1851978289, -1731395381, -302920003, -52961577, -1817855865, 1137595549"
values_31,2,29,-1,"{-820798181, 1256592074, 1272346323, -1413587739, 1761479744, -149036274, -287493311, -783719420, -1530908369, -1455072950, -1687244833, 1583640634, 1973731854, 1512229462, 144819767, -1855878179, 424818334, 93376805, 398427407, 1372934490, -1437751323, 1619337597, -398933912, -411292736, 1454116880, -1843577315, -312341008, 1373146717, -980353436"
values_66,1,18,-1,"{2029059072, -1983220775, 522725500, 1751333138, -249935179, -113317417, -933393685, 1572536823, 50234920, 1750415192, -1283346168, 166789449, 13480821, 699960528, -1291296817, -1468391372, -1079244812, -1668600148"
values_65,1,6,-1,"{-1576976286, 198508912, -2063752896, -246083844, 259454991, -1593625889"
values_62,1,6,-1,"{-976189081, 1117972377, 1542377806, 1109452416, -1229699162, 1737452176"
values_21,2,29,-1,"{-1323378797, -1951203358, 1414007441, 854553195, 1352896517, 1995519579, 237735470, -495506273, -727611953, 522939525, 1255217563, 1970143576, 259714114, -1240965196, -536134214, 65385564, -1020256136, 25913947, 1258368418, 51762757, 1000419189, 1660512482, -1309504882, -1382590245, 963270292, 1118093719, 137126482, -1908496494, 2076569354"
values_95,4,6,-1,"{698886465, -103500630, -1070483679, -19008037, -146847188, -1779378592"
values_84,1,2,-1,"{1591474300, 383040"
values_58,3,11,-1,"{-1880935371, 91305311, 477640646, -1433159799, -1082885611, -746907661, -1771486855, -1652929396, -1967570767, 1813463798, 432734054"
values_64,1,2,-1,"{493825991, 552744256"
values_83,1,11,-1,"{2017483099, -266394480, -1911569064, 439809132, -1761033063, 1635620782, 182098746, 997459127, 116202212, -48665079, -2003946468"
values_94,4,2,-1,"{-1291175020, 1778158142"
values_0,2,3,-1,"{-1310803205, -1277479719, 353276769"
values_99,4,27,-1,"{1850756054, -1079800127, 472287535, 643610265, -971587801, 121993067, -1832634326, -564458487, 892495465, -1784577483, 896049399, 965512895, 1236565012, 64903481, -1791138337, -1729165835, -62741459, 1858889102, 1651904343, -1672276784, -264200022, 787456496, 1289995038, 535617059, -973916109, 860440468, 1162632906"
values_96,4,18,-1,"{1142290871, -1882575245, 733570210, 1409721571, 1108262025, -935947562, -1802625110, -890821675, -246197925, 1499887098, 632832446, -1991112233, 500419022, -672597823, 1763428511, -1354231673, 1465408640, 390878523"
values_67,1,5,-1,"{-787394950, 354562089, -187919676, -940592611, -712540751"
values_61,1,29,-1,"{-1033998396, -22888348, 903566429, 1343254011, 168619513, -1647469825, 778211185, 33443410, -550810912, -1257930839, -728351122, 821323825, -637580963, -24207680, 1616927243, -1071201888, -1905532514, -178293230, 374430007, 1728411762, -1123675139, -553745483, 1293327529, -932999722, 2114558822, -1104662685, -637508774, 409292585, 1917911266"
values_43,4,11,-1,"{-2007798348, -129017708, 324429279, 961185533, -543433402, -651599046, 258144567, 602999117, -1434070397, 1519058913, 2070233615"
values_2,2,6,-1,"{-541449559, -319992565, 2052207611, 1614855785, -1618661377, -750046071"
values_54,3,2,-1,"{-1598468909, -713314544"
values_30,2,3,-1,"{954393460, -848371209, 772819106"
values_59,3,27,-1,"{309929828, -1810374459, -1472946747, 1865140189, 1549275110, 336369614, 670947107, 195929724, 652673574, -1551296013, 203493732, 2008238475, 869656222, -1653311751, 1275924827, 1664569687, -698417029, 837976394, -1426344925, 1068074687, -1006092053, 1135816789, 2073870589, 1426629352, 388669148, -1637127313, -267104517"
values_85,1,6,-1,"{-1151369642, -1936942915, -1379494711, -1777707696, -438369999, 523304807"
values_74,4,2,-1,"{2103257466, -1485158295"
values_90,4,3,-1,"{-356991278, -960160154, -1781262704"
values_18,3,11,-1,"{1001776751, 2134667540, -766020575, -1253088232, 2087947608, -601193019, -223076476, -1683376860, 278658973, -1663214510, 2002675847"
values_52,3,6,-1,"{40774238, 2051365829, 64837780, 524234995, 1794210293, -153312108"
values_44,4,2,-1,"{-2016029514, -631269876"
values_17,3,5,-1,"{938201365, -1931891477, 2058329805, -943355494, 767891504"
values_36,2,18,-1,"{-2136684036, 479265068, -370387528, 1791420452, 1314320077, -2031867182, 1960210103, 2021578174, 171428015, -1683732147, -1744755603, -1891992024, 352366693, 1832803790, 171493485, 1216016584, 1158956206, 1855495456"
values_49,4,27,-1,"{-1140777470, -875116595, 784328284, 722986491, 663544466, 352478872, 1352114302, 26922070, -72500521, -938603962, -670392577, 588221364, 187435809, 1398939916, -1224538264, -945605451, -1233287426, 1986280030, 921746629, 727880708, 2015626253, 1556904034, -1281542798, -528754618, -1532484313, -941452382, 389055654"
values_86,1,18,-1,"{-1257702929, -641728771, 400085692, 1748305874, 89115447, -36986963, -1695254266, -468777127, -1703764271, 389990090, -528369127, -2131675028, -550709262, -1582717175, -815750561, 346279572, -146992372, -344491367"
values_37,2,5,-1,"{1172073322, 596592304, 1875385155, -465069348, 505684770"
values_56,3,18,-1,"{320532980, 1288369422, -1399090034, 984189623, -580769362, -2042570241, 2054982854, 1184091030, 562873850, -223952400, 611129441, 2018743506, -1529726158, -656784517, 1467395947, 229237172, 989073146, -1587942202"
values_63,1,11,-1,"{1126775427, 770135817, -1327180303, -1390286643, -1262949061, 1280145150, -2080985435, 1797816488, 1944029097, 1516919300, -1885346332"
values_35,2,6,-1,"{557347721, 291461403, -518747308, -859517103, -1315310672, -943411437"
values_97,4,5,-1,"{1432283331, 2072676777, -414105627, -1431718381, 1240199303"
values_75,4,6,-1,"{2047047758, 597033614, -293290085, 1994815508, 201400882, -1308700317"
values_57,3,5,-1,"{-1515481045, -1393513882, 2041553962, 1280247029, 1440836399"
values_88,1,11,-1,"{1956394146, -1533747683, 988854242, -2050047640, -1741174108, 1505959455, 1143540624, 1457257772, -1034222724, -1793582864, -290716961"
values_10,3,3,-1,"{71526950, -1159198428, -65233227"
values_53,3,11,-1,"{-125928570, 937407180, -925223033, -142288909, -689765343, 18530296, -1675522543, -1662923381, 1811728685, -1703679495, 663406250"
values_8,2,11,-1,"{-626014782, 581240838, 369038566, 245125168, 466567991, -1795927471, -376466490, -1897259920, 1951986420, -1371764823, 1889909084"
