inputName,size
11,20
19,17
12,14
38,24
81,15
5,15
40,23
70,20
23,7
72,6
79,22
78,4
87,29
6,25
68,2
69,3
1,4
45,23
33,22
15,2
93,23
24,7
25,32
26,27
48,15
71,29
76,7
7,16
50,17
22,24
4,7
32,18
77,28
91,30
42,19
13,31
41,4
55,16
31,31
66,17
65,30
62,6
21,31
95,3
84,30
58,13
64,9
83,26
94,13
0,18
99,6
96,4
67,12
61,18
43,5
2,31
54,4
30,28
59,19
85,21
74,26
90,31
18,3
52,24
44,30
17,22
36,21
49,17
86,3
37,4
56,2
63,13
35,30
97,16
75,20
57,21
88,8
10,4
53,30
8,5
39,24
47,4
60,31
89,7
51,22
14,30
28,18
16,25
34,21
82,2
46,23
27,24
20,9
9,17
92,6
3,23
98,30
29,24
80,16
73,8
