inputName,n
11,101
19,51
12,59
38,120
81,94
5,61
40,126
70,48
23,41
72,84
79,102
78,22
87,71
6,40
68,111
69,88
1,99
45,52
33,88
15,49
93,75
24,42
25,15
26,106
48,82
71,17
76,108
7,57
50,32
22,25
4,66
32,111
77,15
91,84
42,53
13,47
41,103
55,65
31,40
66,29
65,71
62,55
21,25
95,122
84,40
58,76
64,68
83,109
94,50
0,9
99,58
96,29
67,52
61,105
43,54
2,37
54,10
30,67
59,87
85,99
74,97
90,24
18,52
52,3
44,104
17,30
36,53
49,8
86,25
37,114
56,58
63,30
35,103
97,8
75,73
57,75
88,97
10,2
53,49
8,22
39,12
47,65
60,44
89,4
51,99
14,76
28,53
16,21
34,89
82,72
46,41
27,103
20,18
9,42
92,11
3,97
98,7
29,28
80,54
73,102
