inputName,size
11,27
19,20
12,24
38,13
81,17
5,20
40,24
70,4
23,21
72,22
79,28
78,31
87,7
6,10
68,28
69,30
1,22
45,26
33,24
15,30
93,25
24,13
25,2
26,15
48,20
71,17
76,11
7,31
50,30
22,23
4,14
32,18
77,14
91,5
42,28
13,2
41,13
55,15
31,6
66,27
65,2
62,21
21,10
95,15
84,31
58,9
64,4
83,31
94,18
0,26
99,6
96,9
67,27
61,8
43,18
2,13
54,15
30,3
59,28
85,9
74,28
90,2
18,17
52,23
44,28
17,4
36,6
49,29
86,3
37,30
56,32
63,17
35,16
97,28
75,31
57,9
88,15
10,20
53,11
8,28
39,22
47,21
60,25
89,7
51,20
14,14
28,21
16,14
34,30
82,18
46,32
27,23
20,16
9,29
92,7
3,8
98,14
29,24
80,7
73,28
