inputName,size
11,3
19,29
12,32
38,3
81,11
5,7
40,14
70,26
23,32
72,21
79,19
78,22
87,21
6,18
68,15
69,32
1,21
45,13
33,6
15,21
93,7
24,4
25,20
26,13
48,20
71,9
76,5
7,12
50,18
22,19
4,22
32,14
77,22
91,11
42,26
13,32
41,23
55,17
31,24
66,30
65,2
62,27
21,23
95,15
84,16
58,14
64,5
83,2
94,3
0,7
99,27
96,25
67,9
61,14
43,31
2,5
54,15
30,22
59,22
85,5
74,12
90,4
18,8
52,7
44,25
17,28
36,16
49,7
86,32
37,23
56,14
63,4
35,25
97,22
75,12
57,15
88,13
10,31
53,31
8,13
39,11
47,9
60,27
89,27
51,32
14,22
28,7
16,2
34,26
82,10
46,3
27,2
20,7
9,3
92,11
3,13
98,31
29,16
80,4
73,11
