inputName,n
11,8
19,8
12,8
38,28
81,13
5,31
40,25
70,20
23,13
72,20
79,20
78,20
87,13
6,31
68,10
69,10
1,31
45,25
33,28
15,8
93,32
24,13
25,13
26,13
48,25
71,20
76,20
7,31
50,5
22,13
4,31
32,28
77,20
91,32
42,25
13,8
41,25
55,5
31,28
66,10
65,10
62,10
21,13
95,32
84,13
58,5
64,10
83,13
94,32
0,31
99,32
96,32
67,10
61,10
43,25
2,31
54,5
30,28
59,5
85,13
74,20
90,32
18,8
52,5
44,25
17,8
36,28
49,25
86,13
37,28
56,5
63,10
35,28
97,32
75,20
57,5
88,13
10,8
53,5
8,31
39,28
47,25
60,10
89,13
51,5
14,8
28,13
16,8
34,28
82,13
46,25
27,13
20,13
9,31
92,32
3,31
98,32
29,13
80,13
73,20
