inputName,size
11,10
19,13
12,19
38,31
81,28
5,23
40,21
70,25
23,22
72,6
79,10
78,4
87,10
6,32
68,14
69,8
1,20
45,25
33,12
15,3
93,15
24,24
25,4
26,30
48,4
71,11
76,2
7,28
50,10
22,25
4,4
32,30
77,29
91,16
42,26
13,6
41,20
55,11
31,21
66,6
65,8
62,9
21,4
95,10
84,8
58,25
64,5
83,14
94,2
0,31
99,30
96,32
67,12
61,22
43,18
2,14
54,20
30,11
59,10
85,7
74,28
90,23
18,4
52,17
44,31
17,9
36,15
49,18
86,18
37,25
56,22
63,7
35,25
97,20
75,15
57,3
88,8
10,12
53,10
8,16
39,12
47,6
60,24
89,11
51,25
14,14
28,25
16,31
34,7
82,8
46,5
27,17
20,22
9,5
92,5
3,3
98,14
29,18
80,6
73,17
