inputName,size
11,5
19,20
12,17
38,27
81,2
5,15
40,29
70,26
23,7
72,17
79,31
78,8
87,20
6,22
68,32
69,23
1,3
45,18
33,21
15,16
93,22
24,31
25,9
26,14
48,12
71,15
76,7
7,4
50,26
22,29
4,27
32,7
77,8
91,25
42,12
13,22
41,18
55,32
31,14
66,31
65,4
62,18
21,28
95,3
84,21
58,28
64,12
83,24
94,28
0,32
99,28
96,9
67,12
61,15
43,12
2,17
54,30
30,11
59,29
85,5
74,27
90,9
18,9
52,15
44,17
17,13
36,31
49,16
86,24
37,19
56,8
63,25
35,18
97,27
75,13
57,25
88,17
10,12
53,13
8,25
39,17
47,26
60,3
89,24
51,2
14,28
28,14
16,30
34,31
82,9
46,29
27,6
20,21
9,9
92,21
3,32
98,21
29,29
80,20
73,18
