inputName,n,key,arr[n]
values_11,29,23,"{27, 39, -120, 27, 32, 41, -52, -123, 45, -73, -22, -1, -85, -2, -20, 36, 100, 92, 65, 71, 48, -93, 100, -68, -5, -28, 123, -28, 68"
values_19,29,14,"{-68, -83, -60, -113, 126, -20, 10, 9, 111, 26, 92, -109, 118, -7, -125, -55, -78, -31, -6, -118, 58, -82, 56, 87, 10, 60, -13, 67, -39"
values_12,29,18,"{85, 18, -96, -56, -18, 17, 89, -90, -7, 113, 48, -48, 81, -84, 21, 28, -78, -18, -73, 88, -111, 102, -7, 0, 35, -9, -92, 39, 124"
values_38,12,31,"{35, -2, -50, -76, 41, 17, 16, -114, -39, -9, -62, -116"
values_81,18,23,"{-88, 6, -124, 60, -11, 107, 115, -4, 114, 32, -108, 26, -4, -94, 89, 96, -71, -75"
values_5,11,18,"{-23, -20, -83, 39, 105, -122, 94, -68, -96, -27, 76"
values_40,7,15,"{-102, 67, -42, -8, -27, -84, -83"
values_70,2,15,"{49, -57"
values_23,21,19,"{-117, 98, 72, -80, -105, 58, 43, 119, -104, -100, -94, 38, -42, 109, 91, 99, -56, -123, 66, 126, 57"
values_72,2,18,"{-104, 83"
values_79,2,14,"{54, 33"
values_78,2,31,"{125, 84"
values_87,18,28,"{-70, 79, 16, -38, -21, -35, 58, -97, -44, -84, 42, -122, 52, -116, 84, -16, -96, 11"
values_6,11,22,"{125, 26, 34, 78, 74, -92, 110, -18, 72, 86, 95"
values_68,32,31,"{86, -40, 67, 81, -98, -55, 9, -59, 28, -102, 7, 57, -31, 85, 1, 38, -116, 5, -64, -110, -63, 26, 101, -67, -11, 15, -53, -84, 89, 36, -63, 66"
values_69,32,14,"{51, -83, -117, -74, 107, -79, -10, 39, 86, 44, -55, -89, 84, 28, -36, 6, -48, -125, -51, -12, 113, -97, 100, 112, -89, 16, -30, 51, 46, 119, 107, -97"
values_1,11,23,"{-95, 121, -1, 107, 113, 31, 34, -91, 97, -62, -100"
values_45,7,18,"{123, -70, -4, -75, -123, 24, -107"
values_33,12,19,"{-32, 68, 94, -47, 35, 104, 76, 33, 31, -88, 37, -81"
values_15,29,18,"{-97, -55, 54, 106, -25, 85, -86, 106, 39, -2, 26, 122, -48, 0, 32, -118, -51, -85, 8, 9, 65, -125, 98, -68, -51, -118, -29, 8, 49"
values_93,2,19,"{114, 47"
