inputName,size
11,21
19,23
12,16
38,29
81,32
5,12
40,12
70,26
23,2
72,6
79,28
78,26
87,8
6,30
68,15
69,26
1,30
45,30
33,11
15,14
93,15
24,25
25,11
26,6
48,13
71,31
76,26
7,30
50,10
22,18
4,17
32,7
77,19
91,28
42,5
13,3
41,31
55,9
31,32
66,16
65,9
62,24
21,3
95,10
84,10
58,10
64,28
83,15
94,19
0,15
99,30
96,23
67,28
61,14
43,13
2,7
54,27
30,3
59,17
85,5
74,30
90,32
18,29
52,28
44,22
17,29
36,3
49,18
86,29
37,5
56,27
63,15
35,16
97,26
75,24
57,15
88,24
10,28
53,32
8,21
39,15
47,8
60,27
89,4
51,5
14,31
28,12
16,5
34,23
82,12
46,16
27,7
20,28
9,17
92,9
3,12
98,20
29,31
80,12
73,9
