inputName,n
11,20
19,16
12,5
38,8
81,23
5,7
40,26
70,21
23,4
72,21
79,7
78,32
87,17
6,32
68,29
69,5
1,29
45,16
33,18
15,17
93,25
24,17
25,16
26,13
48,16
71,14
76,30
7,16
50,25
22,13
4,12
32,16
77,20
91,26
42,25
13,5
41,15
55,21
31,22
66,27
65,13
62,14
21,10
95,18
84,6
58,29
64,23
83,19
94,4
0,11
99,32
96,25
67,15
61,25
43,18
2,10
54,11
30,18
59,21
85,26
74,28
90,17
18,30
52,20
44,13
17,22
36,29
49,7
86,10
37,17
56,26
63,21
35,31
97,7
75,13
57,2
88,17
10,20
53,24
8,31
39,6
47,14
60,6
89,12
51,31
14,22
28,14
16,9
34,3
82,22
46,18
27,10
20,4
9,27
92,25
3,7
98,4
29,4
80,31
73,5
