inputName,size
11,22
19,9
12,28
38,22
81,13
5,10
40,32
70,18
23,5
72,31
79,13
78,17
87,32
6,24
68,27
69,14
1,7
45,23
33,6
15,25
93,11
24,18
25,9
26,19
48,26
71,27
76,12
7,25
50,6
22,4
4,9
32,22
77,17
91,17
42,31
13,21
41,25
55,31
31,19
66,17
65,19
62,20
21,26
95,20
84,17
58,23
64,8
83,5
94,3
0,15
99,15
96,20
67,28
61,16
43,5
2,11
54,30
30,5
59,28
85,2
74,9
90,3
18,14
52,22
44,27
17,18
36,22
49,11
86,2
37,10
56,9
63,12
35,12
97,8
75,6
57,10
88,30
10,2
53,27
8,4
39,14
47,21
60,30
89,2
51,13
14,25
28,7
16,23
34,12
82,7
46,27
27,14
20,30
9,26
92,8
3,21
98,21
29,32
80,24
73,24
