inputName,n
11,21
19,21
12,21
38,19
81,25
5,10
40,11
70,27
23,27
72,27
79,27
78,27
87,25
6,10
68,4
69,4
1,10
45,11
33,19
15,21
93,32
24,27
25,27
26,27
48,11
71,27
76,27
7,10
50,28
22,27
4,10
32,19
77,27
91,32
42,11
13,21
41,11
55,28
31,19
66,4
65,4
62,4
21,27
95,32
84,25
58,28
64,4
83,25
94,32
0,10
99,32
96,32
67,4
61,4
43,11
2,10
54,28
30,19
59,28
85,25
74,27
90,32
18,21
52,28
44,11
17,21
36,19
49,11
86,25
37,19
56,28
63,4
35,19
97,32
75,27
57,28
88,25
10,21
53,28
8,10
39,19
47,11
60,4
89,25
51,28
14,21
28,27
16,21
34,19
82,25
46,11
27,27
20,27
9,10
92,32
3,10
98,32
29,27
80,25
73,27
