inputName,key
11,30
19,17
12,23
38,17
81,30
5,28
40,21
70,21
23,26
72,23
79,17
78,17
87,20
6,20
68,17
69,17
1,30
45,28
33,26
15,28
93,26
24,32
25,28
26,20
48,17
71,30
76,20
7,20
50,21
22,23
4,32
32,23
77,20
91,30
42,23
13,26
41,30
55,28
31,30
66,20
65,28
62,23
21,30
95,28
84,32
58,17
64,32
83,26
94,32
0,21
99,17
96,20
67,20
61,30
43,26
2,23
54,32
30,21
59,17
85,28
74,32
90,21
18,17
52,23
44,32
17,20
36,20
49,17
86,20
37,20
56,20
63,26
35,28
97,20
75,28
57,20
88,17
10,21
53,26
8,17
39,17
47,20
60,21
89,17
51,30
14,32
28,17
16,20
34,32
82,23
46,20
27,20
20,21
9,17
92,23
3,26
98,17
29,17
80,21
73,26
