inputName,n
11,22
19,22
12,22
38,21
81,17
5,27
40,8
70,9
23,29
72,9
79,9
78,9
87,17
6,27
68,17
69,17
1,27
45,8
33,21
15,22
93,8
24,29
25,29
26,29
48,8
71,9
76,9
7,27
50,6
22,29
4,27
32,21
77,9
91,8
42,8
13,22
41,8
55,6
31,21
66,17
65,17
62,17
21,29
95,8
84,17
58,6
64,17
83,17
94,8
0,27
99,8
96,8
67,17
61,17
43,8
2,27
54,6
30,21
59,6
85,17
74,9
90,8
18,22
52,6
44,8
17,22
36,21
49,8
86,17
37,21
56,6
63,17
35,21
97,8
75,9
57,6
88,17
10,22
53,6
8,27
39,21
47,8
60,17
89,17
51,6
14,22
28,29
16,22
34,21
82,17
46,8
27,29
20,29
9,27
92,8
3,27
98,8
29,29
80,17
73,9
