inputName,size
11,4
19,31
12,2
38,25
81,2
5,19
40,18
70,6
23,25
72,26
79,5
78,8
87,8
6,27
68,31
69,14
1,31
45,2
33,10
15,23
93,11
24,7
25,28
26,24
48,7
71,12
76,29
7,8
50,31
22,5
4,23
32,9
77,17
91,4
42,20
13,6
41,26
55,32
31,21
66,28
65,11
62,32
21,2
95,16
84,20
58,25
64,26
83,13
94,11
0,19
99,11
96,26
67,12
61,8
43,22
2,20
54,14
30,28
59,5
85,23
74,18
90,24
18,11
52,24
44,5
17,3
36,27
49,29
86,17
37,21
56,22
63,27
35,32
97,19
75,13
57,32
88,27
10,4
53,32
8,19
39,29
47,32
60,24
89,13
51,12
14,15
28,12
16,29
34,9
82,2
46,2
27,12
20,16
9,23
92,32
3,8
98,12
29,12
80,10
73,21
