inputName,nn,size,isign,data[size]
values_11,3,22,-1,"{1626, -30145, -27408, -13232, -20860, 22505, 21403, 18564, -25807, -18043, 32152, -17923, 30920, -5431, -6822, -10283, -384, -898, 7160, -5844, -6738, 19828"
values_19,3,5,-1,"{-19325, 13829, 24411, 21449, -13245"
values_12,3,11,-1,"{21371, 31548, 8501, 13877, 27910, 10613, -4179, 5959, -29306, 17094, -22491"
values_38,2,18,-1,"{19201, 15280, -30390, 10916, -6306, 23594, 12407, -25715, -23887, -6730, 22792, 23089, -14141, 20328, -12530, -20633, 21207, 16244"
values_81,8,22,-1,"{-12328, 14883, 9120, -30539, 16086, -3974, -21803, 15261, 22965, -4054, 20144, 11679, -23103, 13733, -13137, -11136, -29447, 27094, -765, -15773, -17133, 28221"
values_5,3,20,-1,"{-1959, 10872, 30991, -26629, -27910, 3596, 23388, -11132, -24751, 9066, 32659, -29920, -7601, -6480, -5439, -31482, 18342, -19494, -26037, 11004"
values_40,7,11,-1,"{-21261, -30776, -12342, -16391, -27389, 24591, -23189, 28018, -31136, -30290, -20540"
values_70,3,11,-1,"{15443, -20467, 15805, -31699, 10362, -12852, -8830, -14206, -20885, 16053, 17523"
values_23,4,2,-1,"{22321, 23168"
values_72,3,11,-1,"{30082, -8692, 10008, -15151, -25233, 20927, 31238, -2017, -17021, -13578, -32739"
values_79,3,5,-1,"{9821, -8089, -6352, -20357, -18025"
values_78,3,18,-1,"{-831, 28495, -30387, 20827, -13992, -9212, 19007, -12279, 21004, 6489, -1085, -502, 9256, -888, -1853, -32640, 9008, 17303"
values_87,8,5,-1,"{-24013, -30097, -17832, -14987, 22200"
values_6,3,24,-1,"{3301, -18592, -4456, 14721, 8348, 2187, -21798, -3014, 14647, 2021, -17502, -5852, 18001, -16259, -17918, 24456, 15415, 9517, 17924, -21317, 20853, -21692, -17602, 14536"
values_68,2,18,-1,"{23235, 23878, 17450, -218, 11258, 22069, -3144, 1588, 11998, -25336, 5249, -21224, -25298, 28386, -18916, -12699, 16603, -4272"
values_69,2,5,-1,"{29963, -19269, -261, -23366, -2145"
values_1,3,22,-1,"{28319, 6914, -2187, 21058, -20778, 17289, -29165, 8654, 8745, 588, 9492, 26572, -26647, -26452, 959, 31663, -28763, -9092, -26228, 21968, 32369, 17193"
values_45,7,20,-1,"{-29917, -12792, -5376, -1770, 18006, -25024, -18385, -17816, -31347, -36, -2050, 14585, -12223, 25979, 14160, 28248, 29289, -16858, -8276, -24133"
values_33,2,2,-1,"{956, -26674"
values_15,3,20,-1,"{-11869, -19342, -5534, 22374, 17171, -27620, 14744, 1751, 18962, 27543, -3426, 25183, -17987, 23258, -32102, 22905, -16913, -23102, 20704, -8356"
values_93,8,2,-1,"{-28935, -10696"
values_24,4,13,-1,"{17750, -16645, 26598, 14514, 13921, 31859, -6056, -29294, 10163, -29430, -25309, -6857, -18159"
values_25,4,20,-1,"{17113, -28822, -29257, -19661, 28299, -23253, 28004, 23804, -16908, -14900, 25485, -18170, -31903, -30159, 1700, 19051, -5569, -30405, -24296, -24690"
values_26,4,24,-1,"{23006, -3896, -15122, -22149, 28020, -24767, -11373, 2035, 1215, -26900, 19562, 6530, -7816, -720, 11341, 24779, 22581, -14780, 23729, -18440, -2033, 5879, -1178, -8531"
values_48,7,18,-1,"{-6768, 21946, 29652, 8704, -25210, 5094, -82, -29088, 17229, 26400, 3055, -8189, -9626, -9451, 24669, -20529, 4520, 18254"
values_71,3,22,-1,"{2709, 20835, 12256, 32079, -15971, 29984, 2647, 30302, -30998, -10544, 17240, 9435, 3917, 22711, 18305, 31434, 32742, -17753, 30024, 15670, -17047, -3427"
values_76,3,24,-1,"{-10115, 14099, 21554, -1558, 30862, 7529, 28538, 32725, -9548, 15532, -21337, 11106, -24642, -1179, 218, 18989, -389, -27010, -17005, -12476, -6172, -27358, -27229, -30200"
values_7,3,5,-1,"{-31308, -10370, 29248, -30490, -10325"
values_50,4,11,-1,"{-1193, -27994, 22653, 22349, -20745, 7796, -9968, 16124, 2176, 6984, 1721"
