inputName,n
values_11,39
values_19,115
values_12,21
values_38,98
values_81,12
values_5,21
values_40,109
values_70,44
values_23,11
values_72,17
values_79,108
values_78,92
values_87,99
values_6,72
values_68,41
values_69,84
values_1,121
values_45,78
values_33,82
values_15,68
values_93,80
values_24,106
values_25,113
values_26,89
values_48,116
values_71,117
values_76,85
values_7,53
values_50,47
values_22,106
values_4,124
values_32,76
values_77,57
values_91,115
values_42,64
values_13,7
values_41,73
values_55,6
values_31,88
values_66,64
values_65,92
values_62,103
values_21,16
values_95,40
values_84,89
values_58,63
values_64,43
values_83,37
values_94,110
values_0,43
values_99,57
values_96,60
values_67,65
values_61,105
values_43,31
values_2,37
values_54,72
values_30,17
values_59,114
values_85,20
values_74,57
values_90,55
values_18,74
values_52,25
values_44,73
values_17,98
values_36,9
values_49,4
values_86,46
values_37,49
values_56,90
values_63,13
values_35,39
values_97,13
values_75,50
values_57,89
values_88,113
values_10,111
values_53,29
values_8,7
values_39,125
values_47,62
values_60,6
values_89,3
values_51,48
values_14,98
values_28,22
values_16,63
values_34,58
values_82,33
values_46,75
values_27,71
values_20,120
values_9,42
values_92,106
values_3,118
values_98,125
values_29,75
values_80,71
values_73,100
