inputName,size
11,2
19,13
12,26
38,9
81,28
5,28
40,19
70,10
23,13
72,29
79,28
78,23
87,19
6,24
68,29
69,21
1,15
45,20
33,25
15,24
93,2
24,12
25,25
26,23
48,28
71,6
76,31
7,24
50,15
22,16
4,17
32,23
77,26
91,2
42,15
13,26
41,26
55,2
31,17
66,19
65,2
62,27
21,30
95,28
84,27
58,31
64,18
83,13
94,12
0,20
99,13
96,19
67,2
61,26
43,13
2,22
54,11
30,2
59,16
85,16
74,2
90,16
18,24
52,32
44,15
17,6
36,24
49,9
86,23
37,27
56,6
63,14
35,14
97,32
75,25
57,8
88,17
10,22
53,29
8,20
39,7
47,11
60,22
89,16
51,19
14,4
28,22
16,6
34,28
82,10
46,24
27,19
20,22
9,5
92,4
3,13
98,20
29,15
80,25
73,28
