inputName,val
11,5755258951727048491
19,4908622625547777490
12,9086786681217933525
38,7852304655598234480
81,7622133872498136519
5,2042677032718318801
40,7194403645505226801
70,217728354115563607
23,6461615687974386222
72,5720478002247768572
79,5448612144651211721
78,51428950890607636
87,5186165821507769541
6,6984435342487468821
68,7526831708970378556
69,5779793223294020238
1,7567024604807978193
45,7798585101623819223
33,4428783925781696522
15,7022680512050656909
93,5307484014482662664
24,1578951685683748565
25,3308613142450583832
26,627836467459485016
48,6979106076093662925
71,1942479902942021023
76,7226672871076847133
7,1090896728479314308
50,3558753913085203179
22,4834695473412571971
4,568899220201761468
32,7463296220074352575
77,4768178657773697672
91,4659067852616003602
42,420030559730501414
13,3859232851627459939
41,3761886074899035515
55,6608346435458425958
31,5477723167274227793
66,5082791922125570542
65,5907380781236217819
62,7504476265381448296
21,6169882361662324934
95,3297948703959756691
84,5871552852673973025
58,2346140988444459975
64,987842540575517092
83,693163112500426749
94,80660164295165888
0,367088645683105098
99,537393246995246203
96,2732542670661953637
67,1181327988316078106
61,825057335593809576
43,1355383081433203404
2,5017481824517574904
54,1821189676761704161
30,7736151552168229911
59,3716665952129008854
85,5399112002366000680
74,6597486266760433455
90,3427255382337995605
18,1000963714965468730
52,4645968687608962124
44,1096734926807487015
17,7306069716635551821
36,5556006059085399514
49,607998234120009176
86,134297461853931395
37,4090181468568408871
56,750160144937797655
63,554149377419374339
35,278212310009572566
97,6620691843250103449
75,3489592343147533977
57,8412208276377349155
88,135356571789759134
10,6541273704355990606
53,7829171817897940534
8,4626749231663319558
39,3684697981445289991
47,9189191869721025636
60,7603693271116508350
89,7993174146080887374
51,8895244181502697326
14,5734314954241844525
28,974552393617764658
16,5634467106262118735
34,782408633503577962
82,7844713084480197889
46,7995125368207080715
27,7631464510511820012
20,3203559807021876127
9,3726184750562677098
92,7322809655631081134
3,9085767075814341066
98,1560625666432376503
29,4994411103242802868
80,3527564019295514711
73,5358093521702280525
