inputName,idum
values_11,-73688499
values_19,-892717217
values_12,105889669
values_38,-1379990925
values_81,1535493091
values_5,-236543942
values_40,1967962383
values_70,-897629966
values_23,856285301
values_72,863654081
values_79,-202629445
values_78,-199486328
values_87,-58569296
values_6,-2044685740
values_68,1286556803
values_69,718988661
values_1,943346312
values_45,2077010176
values_33,1082945703
values_15,2095326412
values_93,1276718505
values_24,675999152
values_25,-1826943730
values_26,1691872313
values_48,426092083
values_71,615253090
values_76,1021174539
values_7,1336002667
values_50,1654876351
values_22,1804419884
values_4,2103123007
values_32,-1775927800
values_77,-261840393
values_91,-1197418009
values_42,-646030830
values_13,-518835098
values_41,929155928
values_55,-1436076384
values_31,672797644
values_66,6990875
values_65,1455237786
values_62,-756519925
values_21,-631258426
values_95,746858565
values_84,1292297541
values_58,-1192735927
values_64,-389120543
values_83,-292909811
values_94,-2092424041
values_0,23829529
values_99,-1463958857
values_96,1453772284
values_67,-316365363
values_61,354424881
values_43,-409927781
values_2,380230460
values_54,-576153586
values_30,2002422439
values_59,-73564183
values_85,305220575
values_74,1349924811
values_90,-20219029
values_18,1574531508
values_52,829824901
values_44,1972737201
values_17,1114796670
values_36,242713553
values_49,974513783
values_86,1366725415
values_37,-1736689783
values_56,-953192835
values_63,1359908822
values_35,1236356941
values_97,845619288
values_75,-131139026
values_57,1743522636
values_88,58389792
values_10,-1886895245
values_53,-750473442
values_8,2009845125
values_39,1187625171
values_47,-696014177
values_60,1396367760
values_89,1935809240
values_51,-1121112353
values_14,-1171770460
values_28,-997559560
values_16,-1209243613
values_34,-1837982728
values_82,-1327649776
values_46,1071473031
values_27,828540379
values_20,-917365176
values_9,1774302227
values_92,-363712832
values_3,862829555
values_98,1105758374
values_29,-1935324004
values_80,1545390467
values_73,-1759627890
