inputName,size
11,17
19,10
12,12
38,22
81,7
5,7
40,17
70,17
23,21
72,2
79,6
78,16
87,21
6,19
68,13
69,11
1,14
45,17
33,3
15,18
93,5
24,4
25,24
26,25
48,10
71,3
76,5
7,12
50,7
22,12
4,24
32,9
77,8
91,19
42,14
13,8
41,9
55,2
31,25
66,14
65,25
62,11
21,15
95,21
84,16
58,20
64,10
83,2
94,21
0,11
99,16
96,13
67,4
61,11
43,2
2,6
54,19
30,19
59,4
85,18
74,5
90,16
18,6
52,25
44,20
17,20
36,12
49,26
86,25
37,8
56,8
63,5
35,15
97,13
75,21
57,7
88,26
10,16
53,16
8,20
39,9
47,2
60,18
89,26
51,14
14,2
28,15
16,17
34,24
82,11
46,19
27,20
20,6
9,10
92,24
3,15
98,2
29,23
80,24
73,14
