inputName,val
values_11,61
values_19,16
values_12,116
values_38,4
values_81,52
values_5,46
values_40,87
values_70,100
values_23,62
values_72,88
values_79,119
values_78,74
values_87,66
values_6,40
values_68,110
values_69,77
values_1,73
values_45,76
values_33,125
values_15,118
values_93,75
values_24,112
values_25,77
values_26,61
values_48,106
values_71,94
values_76,40
values_7,99
values_50,120
values_22,46
values_4,42
values_32,8
values_77,42
values_91,34
values_42,58
values_13,97
values_41,36
values_55,73
values_31,101
values_66,113
values_65,52
values_62,64
values_21,91
values_95,62
values_84,69
values_58,122
values_64,87
values_83,54
values_94,90
values_0,68
values_99,50
values_96,122
values_67,80
values_61,23
values_43,93
values_2,23
values_54,89
values_30,86
values_59,113
values_85,42
values_74,80
values_90,65
values_18,118
values_52,37
values_44,114
values_17,113
values_36,74
values_49,7
values_86,83
values_37,86
values_56,20
values_63,100
values_35,37
values_97,25
values_75,95
values_57,7
values_88,4
values_10,2
values_53,79
values_8,124
values_39,81
values_47,110
values_60,111
values_89,63
values_51,45
values_14,103
values_28,75
values_16,64
values_34,79
values_82,48
values_46,26
values_27,27
values_20,32
values_9,112
values_92,7
values_3,19
values_98,70
values_29,104
values_80,111
values_73,98
