inputName,n
11,5
19,25
12,18
38,24
81,23
5,23
40,28
70,6
23,16
72,17
79,8
78,25
87,10
6,3
68,21
69,11
1,26
45,32
33,25
15,6
93,19
24,20
25,10
26,3
48,9
71,25
76,30
7,24
50,10
22,10
4,15
32,23
77,24
91,24
42,15
13,17
41,3
55,31
31,32
66,17
65,15
62,4
21,9
95,19
84,10
58,27
64,27
83,8
94,3
0,17
99,15
96,29
67,16
61,12
43,30
2,8
54,2
30,20
59,28
85,13
74,14
90,7
18,21
52,11
44,5
17,4
36,27
49,23
86,15
37,10
56,29
63,29
35,31
97,29
75,30
57,24
88,24
10,5
53,32
8,22
39,3
47,15
60,8
89,28
51,29
14,10
28,31
16,26
34,13
82,28
46,29
27,29
20,31
9,5
92,4
3,11
98,29
29,22
80,31
73,13
