inputName,size
11,30
19,28
12,6
38,2
81,30
5,19
40,4
70,2
23,10
72,19
79,16
78,9
87,3
6,17
68,27
69,26
1,14
45,30
33,16
15,21
93,28
24,10
25,10
26,4
48,5
71,2
76,6
7,9
50,8
22,32
4,7
32,31
77,27
91,4
42,28
13,30
41,15
55,29
31,28
66,26
65,20
62,15
21,25
95,14
84,2
58,13
64,15
83,27
94,27
0,2
99,8
96,26
67,18
61,9
43,12
2,19
54,18
30,19
59,30
85,21
74,26
90,21
18,14
52,12
44,24
17,28
36,32
49,7
86,5
37,27
56,31
63,22
35,2
97,8
75,30
57,12
88,31
10,22
53,31
8,10
39,17
47,10
60,6
89,28
51,3
14,27
28,2
16,31
34,22
82,2
46,11
27,8
20,10
9,18
92,7
3,19
98,6
29,17
80,2
73,18
