inputName,n
values_11,31
values_19,12
values_12,16
values_38,19
values_81,25
values_5,12
values_40,25
values_70,6
values_23,23
values_72,2
values_79,16
values_78,20
values_87,28
values_6,18
values_68,32
values_69,32
values_1,31
values_45,25
values_33,6
values_15,25
values_93,28
values_24,31
values_25,30
values_26,16
values_48,29
values_71,11
values_76,32
values_7,13
values_50,12
values_22,3
values_4,4
values_32,15
values_77,26
values_91,23
values_42,12
values_13,23
values_41,2
values_55,14
values_31,17
values_66,4
values_65,22
values_62,27
values_21,13
values_95,32
values_84,15
values_58,31
values_64,23
values_83,5
values_94,21
values_0,27
values_99,20
values_96,25
values_67,22
values_61,6
values_43,13
values_2,25
values_54,22
values_30,26
values_59,7
values_85,10
values_74,25
values_90,19
values_18,2
values_52,19
values_44,12
values_17,11
values_36,23
values_49,23
values_86,30
values_37,15
values_56,4
values_63,19
values_35,17
values_97,24
values_75,16
values_57,3
values_88,29
values_10,20
values_53,17
values_8,21
values_39,4
values_47,10
values_60,24
values_89,2
values_51,23
values_14,2
values_28,23
values_16,8
values_34,25
values_82,2
values_46,26
values_27,23
values_20,24
values_9,9
values_92,25
values_3,3
values_98,14
values_29,7
values_80,19
values_73,6
