inputName,n
11,22
19,22
12,23
38,27
81,16
5,4
40,18
70,7
23,23
72,9
79,15
78,8
87,28
6,30
68,21
69,13
1,16
45,8
33,27
15,6
93,20
24,26
25,32
26,20
48,20
71,16
76,20
7,15
50,31
22,15
4,11
32,31
77,29
91,13
42,32
13,18
41,14
55,19
31,32
66,14
65,25
62,5
21,18
95,5
84,2
58,17
64,21
83,27
94,30
0,5
99,26
96,28
67,23
61,15
43,31
2,31
54,12
30,13
59,19
85,9
74,17
90,3
18,32
52,13
44,23
17,21
36,29
49,28
86,11
37,22
56,30
63,18
35,10
97,7
75,19
57,4
88,22
10,29
53,23
8,8
39,24
47,16
60,10
89,10
51,32
14,5
28,17
16,18
34,7
82,9
46,32
27,5
20,3
9,27
92,23
3,29
98,20
29,15
80,26
73,6
