inputName,n
11,119
19,95
12,17
38,42
81,66
5,86
40,66
70,100
23,40
72,39
79,45
78,51
87,90
6,30
68,55
69,124
1,19
45,36
33,110
15,126
93,127
24,47
25,84
26,73
48,111
71,91
76,110
7,20
50,10
22,91
4,125
32,90
77,74
91,72
42,58
13,9
41,10
55,59
31,109
66,114
65,112
62,78
21,88
95,127
84,94
58,119
64,18
83,73
94,52
0,11
99,53
96,53
67,62
61,2
43,73
2,8
54,73
30,45
59,94
85,112
74,12
90,113
18,108
52,38
44,51
17,14
36,76
49,122
86,76
37,107
56,60
63,69
35,37
97,86
75,101
57,54
88,24
10,124
53,83
8,103
39,32
47,39
60,46
89,121
51,58
14,113
28,124
16,115
34,121
82,36
46,80
27,84
20,3
9,54
92,79
3,64
98,60
29,13
80,87
73,13
