inputName,k,size,arr[size]
values_11,167,17,"{-21280, 14455, 9496, 15555, 25940, -25093, -22765, -5749, 20774, 30543, -23633, -6898, 2124, -22212, -22103, 18928, -18230"
values_19,167,29,"{-13763, 14318, -23679, -2347, 8303, 29779, 1538, -17303, -1127, -11860, 1562, -15912, -23165, -31770, -12377, 25353, 21658, 29967, 29330, -30306, -22650, -7408, -17439, -16504, 3884, 5399, 5939, 5032, 6911"
values_12,167,17,"{-5530, -14560, 17642, -21320, 8482, -9757, 4254, -25532, -14923, -23237, 7850, 25572, -19300, -803, -11883, 25124, -20013"
values_38,95,14,"{-8337, -5027, -4006, -12646, 16891, -2634, -8214, -14253, -6887, 22677, 10077, 13225, -8093, 28818"
values_81,179,17,"{30032, 24726, -1550, -10260, -8387, 1878, 3502, 30627, 29701, -14262, -29470, -18624, 28050, 26402, 31052, -4938, -12171"
values_5,223,11,"{-2166, -24340, 24321, 32665, 10079, 13697, -21851, -4231, -1964, -27712, -17959"
values_40,153,30,"{-15910, 25015, 31622, 7755, 19975, -11881, -13052, 30025, -13130, 21145, -21496, 18494, 23568, 16979, 17208, -4797, -15244, -12480, 15887, 30935, -10585, 21363, -24818, 11136, -18775, -8660, 84, 1859, 10450, 12029"
values_70,134,30,"{14684, 14507, -7287, -1284, 20733, -11705, 10437, -17952, -28251, -25202, 1926, -17942, -12372, 8855, 28777, -27832, 6687, 20547, -31070, -19357, 1063, 6192, -29907, 22704, -26049, 3208, -28658, 3248, 6129, -25822"
values_23,29,7,"{-8939, 26217, 13991, 29762, 23125, -49, 4677"
values_72,134,17,"{30326, 21397, 23076, 17355, -23617, -17855, -23777, 15361, -13647, 22048, 20457, 10644, -17704, -21263, -31575, 15819, -30915"
values_79,134,29,"{7021, -29643, -14899, 13063, -1452, -6389, 7138, 1641, -12201, -15876, 27311, 19348, 31323, 21329, 9013, 19570, -10687, 20335, -4991, 15949, -8681, 31152, 14243, -55, 7687, 24686, -16281, 22938, -20905"
values_78,134,14,"{16400, -27533, -7983, 20281, 28874, -14412, -28973, -15990, -4533, 19473, 3205, -30661, 16172, 1073"
values_87,179,11,"{-8054, -3667, 836, -24760, 8524, 9859, -30634, -2461, -10218, 11352, 23414"
values_6,223,11,"{-16276, 21118, -23071, 19334, -786, -14965, -32535, 17197, -29239, 31155, 14507"
