inputName,size,a[size]
values_11,17,"{1399, -20618, -806, 1342, 11754, 1916, -25557, 27929, -6359, 20221, -17429, 16710, -21152, 15328, -24333, -3462, -16122"
values_19,25,"{24440, -18459, 23238, 11513, 26985, 28063, 21617, 31073, -22932, 8208, -27273, 28390, 22734, -3092, 25427, -333, -29264, 10298, -17532, 14860, 32422, 16223, -2678, -6298, 22010"
values_12,18,"{15680, 9161, -952, 31276, -31085, 8186, 10530, 1356, -6020, 29095, 13671, 31051, -17673, 10430, -9690, -10051, 20822, -20360"
values_38,7,"{-2738, 5417, -20086, 2258, 22739, -21078, 8794"
values_81,17,"{-5134, -12563, 20060, 25936, -4644, 15797, 28262, 10183, -17229, -6660, -11308, -2685, 8214, -26569, 22172, -4056, -11758"
values_5,9,"{-29913, 12223, -29760, -5501, -10503, -13195, -25608, 8647, 5174"
values_40,13,"{32626, 18785, -31323, 31696, -29656, -11516, 3516, 24053, -6799, 1173, -7357, -11905, 12762"
values_70,9,"{23856, -12629, 13929, -13885, 13970, 6801, 26655, 21593, -2890"
values_23,22,"{18073, -14475, 15630, -21132, 12618, -6850, -28331, -32183, -17065, 21638, 21914, 6618, -19804, -5246, 20488, -3769, 2901, 532, -22047, -22987, 18742, 4508"
values_72,4,"{18665, -29752, 7568, 13706"
values_79,29,"{21920, 2932, -26327, 27305, -3820, -13563, 1726, -18629, -8818, -10524, 7107, 16195, -22600, -7755, 20838, 29054, -298, 18009, 13141, -6263, -14111, 2224, -21036, -22111, -27769, 20872, 32217, 66, -5699"
values_78,12,"{25094, 26671, -4976, 16373, 4421, -28441, -31954, -19837, 6270, -5977, 4684, 20135"
values_87,32,"{-7434, -28146, 9579, 24635, 22462, -3640, -10761, -6664, 5530, -25478, 12696, -32729, 30809, -22853, -5602, -9553, 27497, 14833, 17869, -11577, 12214, -21858, 20434, -1734, 8648, -23222, 28031, 5876, 8329, -20976, -26403, -19776"
values_6,21,"{25252, -30126, -32237, -25437, 991, -8891, -24549, 25252, 20495, -10217, 21427, -19512, 31848, 7654, -11859, -26560, 16126, 3364, -72, -18190, -16176"
values_68,15,"{285, 23270, 32724, 20188, 10793, -26712, 29493, -30322, -90, 30740, -17193, -2096, -17338, -3767, -31385"
values_69,32,"{7853, 8475, 19068, 16677, 29774, -15244, 21918, -26470, 19804, 21892, 27782, 42, -1793, -1306, 1518, 6416, 15556, -16850, -14966, 3721, 12071, 15761, -22530, 22307, 5008, -20261, -6338, 8205, 2787, -6248, 21085, 15142"
values_1,22,"{-21302, 19349, -10908, 22320, -19180, -22132, -30541, -19666, -30774, -16739, 7591, 31399, 9610, 9359, 5147, -29220, -23618, 24581, 13674, 6990, -17254, 20487"
values_45,18,"{-9594, 21164, 19425, -30628, -27177, -29598, -27985, 20445, 9121, 4738, 6603, -26013, 12764, 14930, 4915, 3394, 5848, -28554"
values_33,4,"{-26349, 10656, -12134, -208"
values_15,9,"{25601, 10505, 32251, -6751, 29226, -6317, 13066, 26168, -6092"
values_93,12,"{-13059, -30110, 27384, 2068, -19746, -17284, 25489, -20481, 24670, -2144, 32173, 1206"
values_24,16,"{31281, 11098, -20016, 13506, -31526, -16542, -21349, -6162, 19382, 10224, 4899, 4679, -29536, 12168, -25270, 7233"
values_25,24,"{-30498, 20048, -28947, -20878, 8649, -28607, 267, -11957, 23519, 22214, 26312, 14038, 28538, 13196, 11168, 25016, 32620, -4770, 12582, 22359, -27162, 10873, -24374, -13689"
values_26,11,"{-15532, -14827, 30674, -27843, 18580, -12947, 10400, -11201, -32165, -4107, -24152"
values_48,31,"{10593, -18138, 30773, 30275, 13382, 19504, 10471, -3251, 5897, 21581, 18682, -7546, -27213, 588, 14574, 31586, 360, 17632, 10527, -4309, -19928, -30695, -3274, -5364, -24775, 24634, 2775, -19300, 8924, -8359, 20998"
values_71,3,"{13662, -28551, 1996"
values_76,9,"{-17402, 12230, 10163, -14471, 2738, -22401, 3124, -23498, -23780"
values_7,2,"{9569, 16043"
values_50,15,"{-26118, 5521, 8021, -18642, 14443, -20082, -20865, -10100, 9005, 21200, -29179, 29616, 12945, -31812, 2066"
values_22,4,"{-22250, -14462, -19167, -21956"
values_4,9,"{23450, -32708, 20131, 27932, -1644, -17754, 3820, -8865, -24712"
values_32,25,"{-27211, 28340, -12706, 943, 12453, -18637, 32700, 14856, -4939, -16726, -7570, -2704, -15861, -22055, 17252, 5312, -20393, 25146, -344, 28995, -30519, -27385, 28235, 18740, 1409"
values_77,9,"{9890, 32322, -12736, 1325, -9564, 29124, -26359, 12630, 26951"
values_91,6,"{4359, -20942, -8984, -12801, -31083, -32624"
values_42,18,"{-25940, 381, -25952, 26411, 1611, -27806, -7588, -15535, -20372, -3406, -6368, 7186, 8897, 12817, -11737, -23730, 16866, -23543"
values_13,18,"{-7291, 28733, 29713, -8296, 16534, -21025, -14291, -15606, 1540, -10487, 17044, 29440, 10610, -31192, -25409, 10236, 16857, -1228"
