inputName,key
11,2
19,13
12,26
38,2
81,2
5,32
40,11
70,11
23,27
72,26
79,13
78,2
87,32
6,11
68,2
69,13
1,2
45,32
33,27
15,32
93,27
24,15
25,32
26,11
48,2
71,2
76,11
7,32
50,11
22,26
4,15
32,26
77,32
91,2
42,26
13,27
41,2
55,32
31,2
66,11
65,32
62,26
21,2
95,32
84,15
58,2
64,15
83,27
94,15
0,11
99,13
96,11
67,32
61,2
43,27
2,26
54,15
30,11
59,13
85,32
74,15
90,11
18,2
52,26
44,15
17,32
36,11
49,13
86,11
37,32
56,11
63,27
35,32
97,32
75,32
57,32
88,2
10,11
53,27
8,2
39,13
47,32
60,11
89,13
51,2
14,15
28,2
16,11
34,15
82,26
46,11
27,32
20,11
9,13
92,26
3,27
98,2
29,13
80,11
73,27
