inputName,size
11,20
19,4
12,32
38,23
81,31
5,19
40,5
70,10
23,11
72,17
79,3
78,29
87,21
6,13
68,20
69,10
1,20
45,20
33,7
15,20
93,7
24,32
25,6
26,5
48,24
71,15
76,22
7,4
50,22
22,20
4,4
32,2
77,7
91,27
42,22
13,11
41,7
55,22
31,27
66,8
65,27
62,4
21,26
95,29
84,31
58,4
64,13
83,6
94,6
0,3
99,32
96,25
67,26
61,15
43,8
2,31
54,12
30,27
59,2
85,26
74,19
90,15
18,20
52,5
44,14
17,11
36,25
49,5
86,7
37,11
56,2
63,28
35,26
97,27
75,32
57,21
88,2
10,2
53,8
8,13
39,5
47,13
60,26
89,16
51,18
14,7
28,21
16,19
34,19
82,16
46,11
27,18
20,25
9,21
92,9
3,32
98,10
29,23
80,24
73,23
