inputName,size,arr[size]
values_11,23,"{-87, 35, -77, 55, 91, 73, -112, -15, -7, -127, 18, 49, -9, 24, -111, 1, -73, -34, 120, 93, 69, -86, 110"
values_19,3,"{-15, 46, 37"
values_12,28,"{96, 15, 46, 61, 116, -74, 35, 1, 53, 28, -64, 50, 81, -26, -12, -19, -72, -57, -22, -17, 92, 58, 68, -34, 6, 21, -99, -19"
values_38,4,"{-37, -107, 31, -9"
values_81,24,"{-72, 82, 75, 78, 26, -113, -45, -122, -111, -90, -124, -124, 114, 0, 104, -124, 110, 55, -41, 76, -106, 109, 111, -107"
values_5,5,"{-16, -5, 73, 53, 48"
values_40,25,"{-26, -40, -30, -83, -47, 110, -56, -33, -55, 114, -62, 5, 87, -18, 68, -15, 48, 27, 37, 111, 117, -96, 30, -11, -87"
values_70,13,"{10, -97, 26, -113, 19, 114, 65, -22, -59, 33, -20, -22, 117"
values_23,28,"{67, -41, 76, 10, -91, -53, -28, 12, -38, -109, -92, -41, -80, 13, -73, 97, -125, 3, -16, -102, 52, -109, 56, -111, 88, -105, 76, 75"
values_72,23,"{-47, -74, 51, 99, 61, -55, -72, 103, -6, 22, -62, -54, 10, -118, 86, -78, 57, -100, -30, 47, -33, -36, 26"
values_79,30,"{125, 25, -31, -101, -15, 18, -84, 1, -3, 50, -97, 70, 124, -80, 45, 30, 112, -29, 47, 59, -20, 24, -93, -70, -1, 31, -127, -121, 69, -57"
values_78,13,"{56, 14, 67, -86, -57, -66, -105, -128, -23, -69, 112, 58, 122"
values_87,17,"{125, -37, 38, -6, -17, 3, -58, 45, 85, 90, 22, -62, -54, 47, 44, 113, -48"
values_6,19,"{-121, -98, 72, -90, -104, -4, -111, 117, -17, -59, 76, -21, 118, 39, 89, -42, 42, 124, 120"
values_68,4,"{-123, -40, 0, 53"
values_69,29,"{-99, 116, 77, 37, -19, 117, 106, -4, -128, -37, 5, -75, -70, 5, 120, -4, 2, -128, -39, -112, -33, -14, 6, -59, 83, -96, -24, -38, 97"
values_1,3,"{39, 121, -106"
values_45,20,"{-64, 65, -57, -25, 42, 2, -79, -79, -87, 59, -46, 8, -121, 25, -71, 17, 18, -42, 76, 85"
values_33,4,"{7, 99, 37, 80"
values_15,8,"{117, -15, -37, -96, -27, -6, 114, -71"
values_93,17,"{-79, -104, -75, 45, 4, 85, 103, -44, 80, -24, 4, 123, -37, 115, 113, -95, -108"
values_24,24,"{113, -96, -126, -46, 112, -2, -122, -57, 65, -64, 72, -73, 90, -120, 0, 50, 74, 81, 39, -115, 74, 77, 68, -93"
values_25,23,"{-82, -114, -87, 53, -54, -47, 57, 16, 94, -28, -104, -20, 86, 74, -29, 78, -54, -62, 45, -78, 80, 16, 49"
values_26,31,"{76, 61, -102, 117, 59, -18, 67, -30, -74, 56, -125, 108, -101, -113, -28, 16, -61, 29, 109, -107, 11, 123, -32, 7, -59, -114, 79, -50, 61, -93, -9"
values_48,21,"{119, -112, 122, -25, -100, -14, 16, 78, -35, 61, -126, -37, -64, 101, -5, -81, -115, 48, -53, -46, 55"
