inputName,size,a[size][size]
values_11,10,"[[-31248, -3539, 7392, -28396, 2252, 22961, 15290, -1330, 10712, 7578],[17798, 4515, -24200, 30543, 32294, 8224, 12868, -23299, 32593, -1455],[12232, 7630, -24373, 2980, 9895, -27778, 30220, 1480, 23288, -8058],[32030, -20346, 20445, 29363, -19657, -31269, 26337, 14310, 16042, 28250],[-22783, -9817, 5110, 25377, -22297, 25859, -12575, -7735, 23203, 30203],[-8996, -28261, -11612, 26833, -20697, 24243, 7813, 28050, -27871, -28649],[29991, -4832, 6320, 29974, -13518, -17545, 18116, -7534, -30366, -24],[-13553, 16288, 18391, -17790, 8722, -16276, -28830, -30768, -7665, 7328],[-16212, -12561, 3845, 7991, -21598, -2502, 14382, -17090, -15979, 24930],[22983, 27091, 6955, 15217, 14104, -14707, -21368, -18681, 20709, 19947]]"
values_19,15,"[[5451, -31663, 22141, -8600, 25393, -2448, 4998, -16791, -17472, -13675, -29528, -10787, -28793, 22157, 6086],[-3142, 30825, 7227, -31383, 4347, -32496, -153, -29951, -2210, -20616, -27414, 4591, 19327, -13737, 14241],[7862, 22500, 9219, 32334, -13427, 23518, -26645, -24208, 10035, 27443, -3475, -11354, 4474, -14062, -15148],[-25841, 11477, 29442, 10582, 28289, -4185, -3241, -32395, 435, 10292, 28944, -12835, -9924, 4705, -18820],[-9834, -30094, -9980, 14084, 18091, -6501, 9778, -1746, 24009, -19665, 22522, -1214, 1670, 15605, -26683],[-21919, 23260, -452, 18723, 17164, -7440, -20294, -21598, -22577, 8692, 26499, 11713, 19350, -3826, 26899],[-28850, -9432, -31184, -24251, -25917, 6564, 16337, 25335, -11375, -14827, 12556, -17698, 1762, -31216, -8701],[24684, -26683, 15814, 10134, 27216, -19938, 16031, -14277, 14079, 21888, 25097, 23887, 16251, 22859, 22740],[-23891, -32704, -6546, 21578, -11351, -4217, 12844, 17098, 318, 27120, 4272, 23274, 7909, -19340, -5495],[-8675, -25031, -32763, -18304, -4989, -1291, 32671, 12404, 12591, 22967, 283, -31187, 10977, -27434, 22442],[17177, -31583, 307, 32239, -4334, 24234, -24193, 28219, 27425, 23723, 32386, 11944, 6402, 30435, 6541],[3947, 14454, -24503, -1874, 24882, 24733, 13474, -348, -16201, 18726, -6380, 996, 279, -16319, 18881],[11225, 10357, 24195, -25153, 361, -25276, 27918, -21960, 23111, 15479, 31803, -6483, -14525, -28055, 21208],[-20541, -25258, 19647, -4797, 25347, -14310, 28649, 18417, -4036, 11617, -31593, 1816, 26010, 11696, -16499],[-30969, -5982, -26344, -5771, 522, -30684, -1041, 17264, -23256, 11828, -24316, 15914, 13425, 27798, -25438]]"
values_12,4,"[[-27586, 26751, -3984, 17576],[-6873, 536, 23426, -31792],[4356, -26148, 17097, 14354],[-32299, 10171, 17674, 15038]]"
values_38,12,"[[-32639, 19726, -27443, 26250, 296, 32746, 5359, 22951, -14189, -22723, 19265, 26745],[10996, -30479, 21456, -205, 16243, -6025, 4675, -16821, 18908, -18147, 23705, -25306],[-5522, 3915, -31734, -16877, -29515, 28693, 12629, 9623, 18886, 24445, 23056, 544],[12793, 9583, 2957, 22564, -17156, -16927, 17949, 20636, 3640, -13270, 2479, 15738],[10726, -18611, -31954, 17697, 25806, 32747, 15358, 23970, -23099, 841, 18801, 14367],[-4086, -21465, -22520, 21392, -5, 17697, -19718, -18597, -11979, -3967, -16324, 24624],[1212, 15491, -25216, 24048, -3459, 22647, -616, 7726, 20292, 15429, 26889, -14062],[-23811, 20373, -20687, -9652, -22807, -23002, -24797, 27770, 17039, 16248, 32172, -22685],[17480, -3461, 23302, 29958, -26550, -717, -11759, -27336, 11452, -11598, -17126, -30178],[-22782, 4694, 23914, -5662, 29705, 7607, -22096, 31207, 27546, 4066, 28214, -16859],[10119, 9817, -28585, -23140, -29520, 8456, 1069, -5338, -15739, 5833, -31427, -8622],[-12093, 23622, -19403, -24075, 30768, -21688, -9471, 8982, 31329, 13810, -20743, -12356]]"
values_81,8,"[[17795, -10948, -27167, -28734, 753, 29243, -17515, 26113],[-9287, -4834, -29080, 26872, -7960, -14517, -22348, 11408],[24644, -23056, 18343, -19643, -27942, -2358, 2633, -5681],[3417, 28586, 27356, -22436, 22165, -28653, -5000, -13955],[-32061, 17152, 13188, -16151, 3423, -23464, 6108, -18627],[8986, 23093, 6028, -13564, -5254, -26383, 23513, 18735],[-19447, -25940, 15496, -12339, -4483, 30915, -31911, -7759],[4469, 13234, -18598, 8497, -24863, -31259, 26414, -983]]"
values_5,30,"[[620, 11611, 30454, -11003, -16606, -23301, -3233, 4124, -13911, -15625, -1520, -864, -21870, -19373, 4268, -22827, 3976, 7824, -27508, 5594, -129, -28485, 3835, 4281, -10222, 211, 25599, 11023, 20962, -9412],[1917, 22011, 15980, 13168, -10773, -9058, -32190, -993, -2488, -24450, 18645, 13135, -24808, -9817, -13364, -10973, 15041, 20259, 32472, -18836, -24594, 31053, -15378, 24042, -19050, 27731, -28657, 13968, -26535, 17796],[25425, -26631, 7118, 20297, -6666, 15, -15017, -3704, 25488, 20821, -8686, -17184, -2467, 12670, -11628, 28254, -8035, -12570, -3402, -7784, -11447, -14584, 28997, -23371, -14846, -2584, 14250, 1144, -17375, -22938],[-6555, -32676, -13408, 13723, 27669, -22902, -32378, 5969, -32511, 556, 31619, 14613, 18152, 14141, -24739, -1022, 14967, -17322, -5865, -6855, -23852, -23843, 4391, -26058, -29901, -17490, 1358, -16811, 2389, -7552],[-6101, 10426, 8642, 32049, 13507, -30946, -13387, 500, -21068, -12800, 20155, -3849, 24613, 17165, -27208, -20509, -20136, -10461, 15114, 13135, -25386, -23375, 24197, 20582, 23114, -13959, 18330, -11516, -15403, 16882],[-4334, 22169, 12710, 32407, 25441, 1053, -4675, 4330, 24194, 28637, 3503, 19, 3240, -18547, -1194, 21051, -4181, -10267, -25974, 28447, 30967, 9793, -971, 8545, 5764, 32426, -9973, -13387, 11560, 3351],[-31141, -32745, -8578, -9248, 26103, -756, 20049, -5610, 8199, 32498, 30047, 10183, -21070, -32117, 15473, 21057, -31270, -15822, -26115, 12652, 22170, 11317, 23313, 31657, -11038, 26353, -8010, -27556, 10309, -17588],[-12999, 2532, -13749, 5004, 7071, 21454, 27875, 16643, 13874, 5165, 24847, 13678, 1823, 18172, -22698, -23905, 9811, 10203, -7861, -5461, 9815, 6284, 18489, -25953, -21449, 2481, 5014, -27658, -2800, -24887],[25975, 13854, 2560, 32298, 22642, -19273, 5851, 29297, 18044, -24971, -12991, 3139, -8690, 6323, 14998, 16063, -26638, 21145, -4860, 26067, -2911, 10348, 27937, -13345, -27398, 19002, 27807, -18558, 7970, 10736],[-20626, 9898, -31976, -25235, 1828, -13020, 16649, -22857, 25090, 6546, -13980, 15597, 7173, -11075, -2627, 5865, 16630, 11729, 20664, -18799, -25177, -19493, 23900, -7361, 12729, -1830, 12147, -18707, 1085, 24922],[6492, -11391, -22869, 11951, -27624, -6284, 22789, -27922, 31614, -5125, -8982, 4522, -320, 19011, -1612, -30969, -14408, 16327, -28749, -24333, 18708, -16477, 8881, 9298, -2650, -25228, -3593, -7720, 28145, 23137],[-20308, 22599, -22300, 20431, -6678, -19531, -6618, 1381, -24703, 11703, -21361, 29823, -22095, -15094, -17670, 26854, -5472, -7303, 2561, 9662, 26557, -23049, -12285, -10990, -4368, -21920, 29813, 13862, -30865, 30990],[-6811, 1260, 21904, 20972, -30801, 10246, -7901, 4840, 32201, -15921, 1165, -6132, 13556, 31257, -18744, -17328, -2284, 25738, -8887, -17554, 12000, -29750, -18154, -4389, 32719, -16117, 28928, 3471, -20834, 11671],[-18487, 31705, -32563, -26916, 4433, -27313, -24621, 14290, -21542, -8318, -24415, 25526, 870, -31887, 11241, 31420, 23208, -10585, -16240, 21432, -10624, 2167, -3564, 20819, 31010, 15395, -26147, 9675, 8994, 12829],[9606, 18489, -17852, -17335, -10160, -27749, -18759, 6331, 10287, 550, -5868, -31464, 31892, -27868, 30320, 12970, 5233, 16911, -21955, 615, -16899, 7684, -866, 27847, 10343, 17856, -13813, 15399, 26349, -5723],[29355, -3826, -24884, -20488, 32381, -21932, 3781, -22418, -24067, 9613, 7964, 11085, -19025, 743, -2758, 1962, -29612, -2164, 17723, 27479, -14216, -2632, -27352, -29849, 10722, 17450, -2201, 18921, 17858, 25735],[28350, 27315, -6445, -30691, -8998, -11862, -32371, 1638, -12943, -30491, -15863, -15102, -22814, 23283, 13816, -19654, 27353, 23237, 25994, 24574, 15503, -18752, -31304, -8814, 14883, 12763, 3249, 25669, -29395, -14912],[19401, 10658, -27628, -15712, 9400, -20354, -20044, 10657, -5720, 17736, -31015, -12772, -7411, -27849, -26526, 28391, 19621, 9097, -16613, 13011, 18081, -10818, 9546, -28528, -7303, 4403, 5973, -29612, -6682, 30707],[-2130, -17562, -184, 1520, 6627, -19305, -10589, 15907, 14451, -7080, -32117, -11152, 15977, 18908, 32672, -28844, -30722, -25102, -3174, 2305, 18131, -9968, -31812, 25765, 25674, 30783, -7809, 16119, 29136, -3945],[20692, 10504, -4540, 13001, 29400, -18556, 18879, 11798, -17796, 8286, -32296, 32274, -1498, -1566, -18880, -9479, 32462, -29049, 22795, 7521, 25132, -23049, -32119, -26110, 15745, -5366, 28630, -24582, 1900, 15688],[8653, 20603, -18434, 11796, -11334, -4760, 11553, -8189, 11209, 16498, 23789, 14486, -272, 12815, -1884, 20540, -20448, 3239, -17917, -10824, -30468, -23740, -27129, -68, -17093, -27218, 4846, 26369, 20872, -1017],[17173, 5437, -14869, -1051, -20266, -4756, 4773, 22475, -17702, 10383, -17514, 27228, 12295, 27875, -10864, 22242, -23172, 9190, 6348, 8053, 9747, -16479, -7068, 22344, 15077, -11031, 15674, -1170, 23328, -27281],[-6854, 16477, 2623, -7320, 14990, 2128, -15871, 7894, 24286, 2450, -14077, -10001, -23693, -461, 3022, 354, 31268, 30298, -29567, -31105, -4620, -1782, -6919, 30827, 25978, 17701, 6713, -7709, -4379, 30964],[-10197, -9314, 9578, -23291, -25855, -25791, 21301, 345, -5303, 6838, 7781, 17176, -455, 461, 25949, 18171, 21430, -16618, 30516, -14939, -24037, 10210, 4267, -5858, 12121, 12709, -25693, 1254, 24727, 432],[30935, -26010, 20672, -30644, -6182, -15510, -21442, -12481, -10092, -2437, -7482, 17090, -23482, 21260, 23658, -17073, -18789, -12853, 497, 13758, 24943, -535, -15624, -7986, 13313, 12347, 18852, 12412, -14892, -24721],[-17857, 31975, 21856, 23197, -649, -17890, -716, 2181, -29790, -2627, -32115, -1464, 5999, -1690, -17271, 7951, 5404, 25833, 1103, -1806, -9534, 25385, -7822, -15926, 26540, -21152, -28381, 7286, 16670, 25509],[-2486, 3750, 14710, 12952, -14476, 28891, -1069, 15591, -28398, 25308, -4138, 29402, 7386, -22901, -27175, -9779, -12932, 21396, -2959, -15263, -13139, 3236, 30281, 21654, 16620, 29449, -25559, -21234, 31117, 17274],[-17144, 21960, -21428, 20339, -7138, -20441, -28600, -28746, 12151, 25895, -31785, 28028, 13931, 23851, -8653, 32184, 13138, -15655, 6721, 10768, 31425, 3069, 26236, -8867, -663, 5950, -13838, 18498, -3871, 7826],[20645, -19816, 19141, -25942, -19650, -24584, -3394, 6613, -9286, 30976, 9281, -17790, 12824, -2051, 5013, -1213, -17642, 32339, -16614, 24512, -19311, 25304, 2440, 24580, 31998, -14739, -9670, -29141, -21545, 9943],[9531, -8704, 30158, -28920, 30834, 6023, -31241, 7427, 843, -20840, 12708, 8286, 14625, 13905, 11882, 25536, -12936, -21024, 23535, -27528, 29348, 12279, -30624, -3175, -2920, 26521, -17299, -27969, 2241, -23236]]"
values_40,19,"[[12847, 25509, 14873, -15919, 1387, 16730, 17151, -31468, -2520, 8533, -7668, 22132, 6831, -5143, 16301, -15774, 32553, -30626, 5243],[2257, 17646, 29554, -29365, 12432, -16360, 22662, 25879, 19668, 16064, 31700, 10212, -32359, 8613, -31638, 5696, 18587, -10679, 30339],[16259, -648, 30714, -9380, -2570, -3627, 26755, 26357, -9436, -31672, 11351, -3087, -23234, 31058, -359, 4033, 22698, -19294, 4803],[31069, 10276, 12157, 15306, 9230, 2255, 31087, -5986, -16313, -19699, -23262, -1309, -8457, -17556, -1047, -6516, -19033, -87, 17483],[1292, 25422, 3297, -7373, 8522, 4158, -17826, -13718, 22114, -19782, -2258, 6842, -12465, 2871, -4712, -451, 20356, 17149, -7394],[-20338, 399, -26633, -24259, 11616, 5430, -19511, 11292, -30223, 20381, 11338, -18740, 20399, -22358, 27981, -18768, 11162, -22911, 9207],[615, -17354, 32605, -11000, -32441, -23295, 18053, -15241, 19853, -29916, -2414, -21420, 26579, -17947, -24870, -29590, 1476, -30804, -30779],[18854, -2151, -6554, -11535, -21285, 25761, -4150, -14823, -1078, 6576, 8274, -7245, 20804, -6758, 9864, -31797, -17754, 9609, 28518],[7873, 29424, -21868, -31503, -15821, 8477, -32315, -30944, -2253, 29800, 31993, 28906, -21847, 28205, -5628, 20867, 18240, -8116, -910],[14360, 16834, -9681, -18363, -8749, -23893, -992, 29395, -23778, -22636, -12938, 26935, -25456, -17356, -30075, -3430, 24360, 15330, -2757],[14346, 18945, 20176, -23105, 4514, -24241, -6918, -30778, 30043, 6217, 27746, -28603, 23988, 26099, 22589, -15341, 18557, -763, 20958],[-16051, 32241, 32730, 12112, 1695, 6193, -25562, 17544, -5825, 4578, -28780, 22846, 14841, -2245, -21158, 26033, -26193, 25654, 4463],[-16864, -7166, 2482, -7181, -17754, 29447, 31717, -7684, -27169, 28178, -12011, -5051, -8630, 15482, -19210, -18054, 29434, 3690, -4929],[-19986, -12369, 10941, 21874, 1826, -4534, -9950, -7500, 1322, 3135, -262, 19010, 26189, 27583, -16161, 7674, 2432, -6794, 21519],[22998, 29969, 4448, -28605, -28333, 24064, -23297, 16836, -21870, -25444, 1286, 32075, 6339, 32396, 3545, 31816, 30542, -9818, -17651],[-28101, -28469, 3636, -13521, -5780, -21521, 18477, 9454, -5255, 8619, 3086, 31002, 17920, 12603, -26344, 13008, 31376, 7507, 25797],[-2259, 10030, 2122, 1401, -14710, -4521, 32673, -4047, 8573, 13630, -12976, -3395, 32461, 31778, -17769, -4905, -11927, -23003, 10554],[-17479, 9402, 10860, 23930, -6681, -2094, -18059, 11163, 29522, 14195, -18744, 6597, 7630, -31716, -7872, -21389, -21058, -29543, 4093],[-11283, -1713, 26161, 4227, -24832, -546, -21262, -5685, 21140, -17693, 3665, 23681, 331, 21709, -28395, -12960, 9883, 3415, 12505]]"
values_70,6,"[[5878, -4214, 28589, 18455, -13333, 5406],[1526, 2668, -28066, 1766, 10479, 23046],[-8188, -16223, 15024, -18731, 23849, 18838],[22947, -20354, -30352, 7309, -11058, 16526],[17460, -29209, 5893, 10498, 2609, -20501],[-20140, 9592, 13220, 31732, 28358, 13483]]"
values_23,17,"[[6939, 32757, 25050, 11835, 30507, 13175, 19052, 23787, 26817, 22794, 26571, 23616, 9323, -27211, -45, 29208, -20578],[-29723, 24338, 15847, 3377, -24031, 5260, -18981, -16979, 12017, -18674, -370, -19067, 17666, 4443, 11020, -28669, -17462],[26494, -19841, 19148, -12508, -15342, -26837, -30626, 18138, -30925, -5516, 16246, -2788, 14615, -20144, -17443, -2480, 11104],[-18659, 5929, 18467, -19359, -29019, 25593, 7796, -3512, 10435, 724, 9021, -4026, -16754, -13705, -20880, 2176, 22300],[-11327, 31429, -12019, -6387, -13029, 10852, 13948, 8270, -7463, -10097, 8279, -8213, 10939, 5967, -22858, 6232, -30683],[-30934, 8062, -8847, 27586, 23105, 13158, -23167, -12471, 8178, 1613, 13380, 20347, -22184, -805, 16805, 20506, -20493],[-7205, 22895, 30804, -9451, 25566, 2943, -9866, 32330, 10907, 20247, -29882, 14278, 15774, -9050, -20147, 24293, -4786],[-7083, 1619, -30416, -23349, 27339, 13831, 21563, 15847, 30007, -18213, -5649, -19497, -4034, -4567, -27989, 32147, 9398],[-30119, -23026, -18831, -20263, -17949, 1339, -4465, -25517, 30978, -12868, 14272, 8584, -31072, -13413, -1422, -29110, -16610],[17486, -24807, -31827, 24878, -22656, -8524, 30164, -28541, -2013, -15013, -31017, -6527, 10448, 16322, -1866, 17367, -18817],[-27791, 7360, 19949, 25026, -20090, 5221, 5865, 7554, -20967, 32626, 3612, -10684, 10623, 9348, -5426, 23346, 13164],[23140, 32118, -27708, 7329, 31404, -17421, -14963, -4753, -18992, -2657, 25926, -15172, 11840, 17961, 19678, -29244, -7927],[30528, 2387, -26935, -17968, 3130, -10368, -21793, -30898, -18269, 24450, 30132, -21694, 31027, -9878, -9291, 17087, -3958],[25779, -6406, 8281, -24741, -27331, 27489, 1126, -31293, 9509, -18438, -5330, -28097, -30423, 12179, -28481, -10746, 25026],[-22104, 17015, 3658, 19445, 6356, 16116, -5189, 15974, -6505, -18677, -28126, -14607, 10145, -4075, 194, 14469, -10851],[1820, -12476, -14297, -9857, -4620, 31755, 19955, -7, -470, -6910, 2548, 32710, -26263, -32311, 21407, -23693, 2850],[7652, 18963, 27901, -837, 9262, 26422, 23273, 22320, 24953, -30900, 2857, 7163, 32461, -8899, 6230, -11491, 25671]]"
values_72,2,"[[-29293, -23746],[11281, 13699]]"
