inputName,val
11,22
19,80
12,88
38,24
81,122
5,117
40,122
70,100
23,77
72,100
79,108
78,65
87,78
6,104
68,26
69,18
1,69
45,43
33,5
15,112
93,57
24,41
25,18
26,14
48,88
71,94
76,106
7,111
50,120
22,58
4,103
32,125
77,49
91,37
42,106
13,31
41,91
55,77
31,67
66,56
65,82
62,101
21,40
95,56
84,66
58,49
64,49
83,20
94,13
0,92
99,124
96,11
67,74
61,103
43,84
2,46
54,29
30,119
59,45
85,43
74,21
90,125
18,38
52,6
44,66
17,42
36,105
49,51
86,99
37,58
56,123
63,108
35,65
97,67
75,37
57,91
88,9
10,95
53,30
8,16
39,7
47,64
60,114
89,81
51,111
14,24
28,90
16,28
34,114
82,5
46,11
27,51
20,21
9,113
92,120
3,46
98,51
29,117
80,7
73,73
