inputName,size,a[size]
values_11,18,"{3169, -19132, 7539, 16058, 22977, 27985, 5592, -11588, 32448, -28812, 9814, -544, -27101, 27653, -21995, 20648, -15295, 14278"
values_19,28,"{28549, 20579, -26282, -18248, -8613, 9960, -17743, -3941, 31802, 25266, -24331, 29280, -2842, -29150, -28195, 31052, 32692, 22219, -17320, -17230, -32344, 14794, -27638, 7200, 11280, -23153, -13942, -26334"
values_12,11,"{-12933, -30067, -15004, 10400, -21299, 16789, 19564, 27239, 21457, -24766, 6338"
values_38,17,"{4565, -11486, -8624, 12629, 7988, 903, -20619, 24439, 12697, 415, 20503, 17828, -31179, -19059, -5676, -14840, -29247"
values_81,8,"{-30819, 4710, 2521, -19483, 8075, -7741, -5358, -197"
values_5,19,"{-12485, 17570, -26898, 25693, -12304, 13061, -1816, -26054, 3232, -30691, 5576, -23535, 16020, 29894, -1433, -15249, -19622, 5763, -7526"
values_40,28,"{-15563, 14052, 9657, 18815, 23646, 10727, 13064, -20250, 3544, -27533, -11676, -18715, -16368, 21866, 23592, 13580, 9616, -4394, 2892, -19869, 27813, 6697, -6965, -22095, 31466, 15710, -9231, -4601"
values_70,25,"{11203, -15835, -26522, 30681, 23227, 13080, 21240, -11515, 9355, 21024, -29154, -25430, 17606, -7015, 31150, 16653, 8348, -78, -5739, -7642, 5570, -7249, 11094, 26047, -17920"
values_23,7,"{9957, -8080, 31583, -9923, -29963, -3364, -29875"
values_72,30,"{-22100, 2460, 24025, -16401, -23980, -11562, 26484, 28095, -18920, -15819, -21324, -8444, 1106, 20014, 3700, 9619, 28750, 14273, 9012, 18032, -20920, 1248, 12717, 13279, 28938, 30768, 18346, 3723, 929, 26926"
values_79,7,"{15153, -26897, -3219, 25125, 25310, 14382, -28444"
values_78,14,"{-31478, 4278, 21936, -8885, 30344, -24525, -27515, -21331, 31103, -25571, 11419, 22358, -27625, 30311"
values_87,15,"{10322, 22494, -26246, -8987, 27319, 23616, 30034, -11877, 21187, 20432, 29367, 7314, 18797, -8374, 5845"
values_6,3,"{5455, -2253, 17804"
values_68,16,"{3200, -8065, -11991, -26691, 6619, -235, -12457, 20510, -29608, 23564, -9539, 3883, -19379, -21197, -29555, 14959"
values_69,11,"{-23967, 15921, 21660, 26360, -31819, 24888, -19882, -5317, 19709, 32461, 7064"
values_1,30,"{-4831, -18788, -29035, 29874, 2550, -17605, -17116, 8724, 935, 16863, 30500, 13145, -25733, 9966, -5147, 20283, 26152, 29137, -1726, -12783, -21710, 1126, 20651, 17174, -9098, 28549, 26839, 6910, 27114, 1318"
values_45,20,"{10489, -4968, -25788, 25439, 29301, -31940, 26154, 31036, 24077, 389, 26605, 6292, -17181, -1499, -10697, 31487, -30166, 14928, 25013, 9438"
values_33,12,"{-16741, 18564, 23453, -29822, -18592, 8700, -30054, -29736, 12362, 5101, -8620, 11948"
values_15,32,"{-2633, -412, -31774, -18641, 14165, -8223, 2550, 13451, 15930, 28030, -26184, -19339, -15493, -7576, 27068, -16375, 27174, -24835, -12318, -14614, -20522, -22449, -25743, -11485, 32710, 22468, -23436, -31146, -4733, -25701, -28772, 27815"
values_93,24,"{26998, 13397, 31042, -6264, -23922, -1103, -32013, 31690, 12434, 26749, -3610, -857, 21282, 6560, 27294, 10599, 17593, 29891, -29176, -26511, 28332, -30557, -25372, 6374"
values_24,11,"{25882, -8100, -24619, 20605, 27696, 12572, 23156, -30897, -6546, -27849, -32391"
values_25,7,"{-17106, 26733, 22346, -12355, -18188, -28278, 14917"
values_26,18,"{-8929, -22194, 8404, 10328, 8303, -24061, 10063, -17550, 16351, 27928, -18986, -23207, -28763, 22812, 28590, -24905, 27933, -31271"
values_48,5,"{-31921, 23082, 4569, 6738, -8023"
