inputName,n,key,arr[n]
values_11,15,2,"{18186, -11712, -2100, 18165, 4347, 29679, -25192, -18877, 24189, -12745, 27437, 4933, -18075, 25614, -14678"
values_19,15,13,"{-13436, -19807, -1189, 6425, -2192, 24041, -2085, 32539, 21086, 22777, -27637, -12141, 21619, 18842, -27506"
values_12,15,26,"{8554, 23179, 26899, 410, -7080, 21253, 10490, 2490, 8213, 13572, 22291, 7089, 4878, 27098, -19317"
values_38,29,2,"{27196, 22422, 20387, -3015, -26009, 25173, 23944, -2393, -26552, -18554, -28913, 8819, 6394, 27390, -14169, 32124, -23012, 18285, 7165, 31627, 4813, 31735, -11052, -12082, 12408, 25083, 24828, -28722, -13674"
values_81,29,2,"{25425, -19364, -27087, 31563, 13415, -18724, 8435, 1655, 30826, 835, 19419, -28476, 30235, -11492, -10343, -6443, -6037, 13987, 29130, 6110, 4396, -18404, -15536, -1657, 6798, -26347, 9961, -9947, -21381"
values_5,31,32,"{31136, 5953, 18925, -8368, 3445, -17278, 21833, -30980, 19728, -25355, -10813, 2841, -31451, 11185, 27001, 27167, -653, 27824, -17134, 9765, 5617, 28446, -21089, 14912, 26954, 4579, 23398, -20812, -23940, 3961, -18449"
values_40,13,11,"{18670, 4374, 31310, 30066, -27114, 27211, 10667, 9085, -6009, 25551, -10608, -7832, -10854"
values_70,23,11,"{-7123, 9318, -22903, 20087, 31585, 22692, -708, 14484, 10299, 4657, 31955, -26576, -26508, -29304, 28749, 2577, -10031, -14351, -2667, -23028, -21022, 4230, 14143"
values_23,28,27,"{29243, -16049, -1851, -23366, 25133, 26595, -6255, 1887, -1507, 13986, -31998, -27565, 5614, 31969, 30440, 15348, -30245, 4291, -9915, -23730, -31548, 9558, -3232, 31633, 17291, -13857, -6648, 30143"
values_72,23,26,"{12652, -31703, 11761, 5893, -30473, -16098, -10910, 2237, 31615, 155, -15979, 7890, 7289, -26389, -31546, 27738, -11963, -12349, 14253, -27485, -14581, 31457, -26424"
values_79,23,13,"{-6497, -16664, 27787, 6591, 7230, 22852, -24627, 12274, 20245, -26286, -27410, -20379, -15952, -28758, -32479, 16773, 869, -20326, 25695, -18661, 5701, -12220, 29683"
values_78,23,2,"{-32168, -31766, -6070, -26347, -13953, -11183, -32576, 17985, -8453, -5685, -4688, 22612, 9559, 27379, -11378, 28146, 20968, 12322, -23289, 7889, -17644, 7643, -22140"
values_87,29,32,"{19828, 7022, -5917, -16910, 22476, 1612, -600, 13371, 4336, 19661, -8411, -11023, 20582, 18706, -604, -10765, 11267, 20706, 17814, 17453, -27655, -23196, -1690, 21351, 3469, -26698, 20514, -13415, -8140"
values_6,31,11,"{6489, 16097, 8751, -5153, -14537, -22087, -2720, 12917, -24012, -7798, -11122, -28994, -8599, 28152, -5894, -926, 21788, 9385, -27480, 15210, 32169, 11617, -21768, 8878, 5370, 16579, 31485, -878, -16517, -5573, 7097"
values_68,12,2,"{25337, 1554, 1390, 10487, 9389, 31918, 26781, -4132, -7925, 25880, -12217, -12034"
values_69,12,13,"{26440, 20949, 19202, -24238, 2036, 3099, -18558, -24151, -6210, 21818, -23234, 15355"
values_1,31,2,"{28037, 31210, 28366, 29594, 24805, -24419, 4175, 21872, 1325, -8728, -19238, -14512, 21060, -23950, 30867, 17489, 24577, 22490, -12367, 10857, 15151, -5206, -23910, -11252, 10499, 14283, 9534, -10130, 1314, 24811, 6946"
values_45,13,32,"{-11593, -1327, 24394, -10416, 6134, -17725, -9611, -28477, -8088, 28940, -5207, -10387, -26075"
values_33,29,27,"{21819, 32085, 26442, -32279, -4077, -23838, 21570, -3945, -13756, -32116, 29770, 7186, -14586, -1332, 16192, 28542, -26373, 26577, 11193, -8088, 20893, -15450, 8033, 13975, 29124, 2535, 8478, -20752, -21801"
values_15,15,32,"{-7097, -21194, 10771, -31958, -28880, -31940, 11598, -22025, 6887, -7968, 17444, 7023, -2985, 10914, 16815"
values_93,9,27,"{7812, 14692, -3745, -28719, -30057, 22328, -9107, -31729, -9730"
values_24,28,15,"{28245, -3818, 10955, 8195, -32338, -24897, -22997, -783, 11109, 31659, 25135, -7949, -14144, -21504, -17626, -7367, 24162, 28288, -9576, -9274, -32022, -27738, 11013, -24245, 30472, -599, 8638, 29008"
values_25,28,32,"{8312, -11097, 15565, -29325, 26155, -10122, 22805, 4101, -4027, -1163, -20505, 15775, 18340, 9433, -1428, -24144, 31805, 28933, -31760, 25764, -24619, 32335, 3097, 29481, -15190, -27927, -15217, 26304"
values_26,28,11,"{-20759, 6260, -13303, -5848, -2819, 12434, -13474, 12773, -123, 3406, 10487, -4504, 15929, -13114, 30746, 14078, -4926, 10614, 26641, -31611, -15759, 14445, -7306, -11651, -3885, 2005, -25625, -29257"
values_48,13,2,"{-13767, -1389, -23898, 32054, 10208, -17624, -11959, -31640, -28122, -15963, 19555, -23927, 19737"
