inputName,n
values_11,4
values_19,9
values_12,12
values_38,9
values_81,10
values_5,6
values_40,11
values_70,9
values_23,14
values_72,25
values_79,29
values_78,3
values_87,11
values_6,17
values_68,29
values_69,31
values_1,30
values_45,5
values_33,14
values_15,14
values_93,18
values_24,9
values_25,18
values_26,28
values_48,19
values_71,10
values_76,10
values_7,17
values_50,18
values_22,3
values_4,8
values_32,11
values_77,8
values_91,10
values_42,24
values_13,22
values_41,6
values_55,6
values_31,28
values_66,27
values_65,8
values_62,10
values_21,5
values_95,3
values_84,22
values_58,6
values_64,30
values_83,18
values_94,7
values_0,24
values_99,24
values_96,30
values_67,9
values_61,29
values_43,10
values_2,15
values_54,16
values_30,14
values_59,6
values_85,21
values_74,29
values_90,9
values_18,28
values_52,29
values_44,23
values_17,9
values_36,15
values_49,2
values_86,16
values_37,27
values_56,19
values_63,28
values_35,10
values_97,6
values_75,20
values_57,6
values_88,28
values_10,21
values_53,2
values_8,11
values_39,6
values_47,30
values_60,21
values_89,18
values_51,12
values_14,32
values_28,19
values_16,7
values_34,17
values_82,5
values_46,9
values_27,23
values_20,8
values_9,5
values_92,15
values_3,16
values_98,6
values_29,20
values_80,15
values_73,6
