inputName,val
11,1704771587
19,1849084490
12,273280699
38,2041177576
81,616429085
5,811076316
40,1297915587
70,360984416
23,1171874459
72,1264462488
79,1922836071
78,719006169
87,2131577043
6,1200275199
68,1984888530
69,1958199299
1,515126363
45,1109759223
33,581776415
15,258040988
93,2049537192
24,2075983799
25,2073157927
26,631672088
48,987799183
71,2099963104
76,1983775457
7,935540214
50,1546789951
22,1036226925
4,1239292421
32,293072696
77,946771889
91,732330604
42,1740576789
13,918121708
41,973579864
55,225600026
31,999215727
66,2030785561
65,355448587
62,1578310923
21,1459529739
95,372479904
84,157255501
58,308537956
64,791235147
83,1795526018
94,1437620062
0,63997751
99,1345147680
96,1004922965
67,76883616
61,1817042196
43,2056691370
2,1789585755
54,212514591
30,1499396103
59,205694355
85,1900900577
74,9099146
90,638111793
18,806827416
52,1649386256
44,2113970166
17,580042190
36,1129821698
49,988389795
86,130743025
37,949735747
56,1396240609
63,414958246
35,1509119922
97,215374006
75,1073634998
57,122655919
88,381410844
10,937982235
53,1074724194
8,240274497
39,2052658533
47,1423948447
60,727461653
89,1745298893
51,1581192100
14,410085200
28,1194367793
16,885851599
34,1891463509
82,1265837121
46,1175400779
27,836861207
20,89473358
9,1282399364
92,1546848430
3,477799066
98,359345956
29,1817654153
80,2092688004
73,1385551001
