inputName,n
values_11,47
values_19,114
values_12,88
values_38,119
values_81,70
values_5,48
values_40,6
values_70,97
values_23,42
values_72,60
values_79,34
values_78,16
values_87,52
values_6,111
values_68,109
values_69,87
values_1,105
values_45,98
values_33,93
values_15,72
values_93,73
values_24,39
values_25,74
values_26,66
values_48,26
values_71,115
values_76,104
values_7,112
values_50,94
values_22,12
values_4,63
values_32,83
values_77,49
values_91,14
values_42,58
values_13,93
values_41,74
values_55,119
values_31,92
values_66,88
values_65,33
values_62,98
values_21,83
values_95,91
values_84,108
values_58,13
values_64,56
values_83,68
values_94,66
values_0,44
values_99,29
values_96,8
values_67,72
values_61,68
values_43,25
values_2,99
values_54,89
values_30,45
values_59,84
values_85,63
values_74,96
values_90,88
values_18,4
values_52,71
values_44,2
values_17,2
values_36,47
values_49,108
values_86,115
values_37,117
values_56,101
values_63,36
values_35,76
values_97,61
values_75,106
values_57,54
values_88,13
values_10,103
values_53,87
values_8,81
values_39,16
values_47,101
values_60,104
values_89,127
values_51,50
values_14,18
values_28,71
values_16,74
values_34,120
values_82,100
values_46,26
values_27,112
values_20,39
values_9,70
values_92,84
values_3,87
values_98,66
values_29,62
values_80,83
values_73,39
