inputName,k,size,arr[size]
values_11,156,30,"{1929231379142680385, -947324700086669334, -8525199750398131858, 3130596100889295767, 3872756297676903614, 6167358922897742858, -5500355834809167550, 2576473697946914383, -7177030671283435325, -2152411782487072912, -4262946263361730090, -3872668225640319116, 7107062304017841172, 4300376073800133173, 236164368297766941, -8661326648777774833, -5565588466624487808, 7239697075348988453, 1110757423510445221, -1945775280381393198, -6010706896174137696, 4822849920432539331, 5964588595428306449, -4520932063031638479, -7467800197024198870, 8532921957224242830, -8022809668818456943, 4970898246550081012, 6418016306321252478, 8260840084475433812"
values_19,156,20,"{-3201156145496850956, 5211172702314951890, -7016188084602665745, 7976553494863674700, 3642372700696058251, 8470482298744749031, 6819032954027740749, -4159702249256540091, -207605965902473678, -4521109015690991296, -1213106268042577871, 3882693687095789675, 200660159484294230, 6760439854425152258, -2253693369952473367, 5007385565317605659, 3406437060026487065, 3699933032948345422, -1960543114659212764, -9157998266279173946"
values_12,156,13,"{4353543033979798556, 7995013627430690317, 3315106742663294886, 268581880753092775, 618244041702605251, -4898513873154147381, 4202799543152385263, -125991474097916518, -8344419339771243919, 5278961383998073609, 433103237097530843, -1417798700232318527, -7973815634591471532"
values_38,107,28,"{1635463688019172204, 5057476032657533973, -3528667871699629662, 102242068632023255, -1195314083774259582, 1665333439048616869, 8059794698067441706, -6087641910463114593, 278336241858067785, 619004128989715368, -2979757442973378483, -6085150261830568878, 8323404950759272240, -8446273629702438110, -1954801228501296879, -114831173937610735, -3174009218317232036, 6566453097029707413, 614324083619154488, 2152832329122362756, 3121417712814745506, 3550814689665578087, -8255677279365915503, -5627333391169546227, -7470545658046418497, 4732945582003327096, -6679534287126552828, 1001330766548784942"
values_81,7,30,"{-8973718369900176375, -4607689294515731258, -1816652242338956956, 6237961038554409000, 5890142275464850790, 7793442211098859168, 2569069890866451545, 2553329603243638572, -2766464056157558000, -6633169130807142919, -8386962342499896382, -3643385364378875808, -145073641300625416, -3797119950916453453, -7396634026969352032, 8394978302162064766, 3886141653840907612, -7446984290821053173, -5731165239197393252, 1623025090256712956, 3021795361378684363, 1478927912400840630, -3212950176135478910, -3653205292625193060, 3273246712070950690, 2335625762977310448, -4837180444268989384, -265491183102057320, -1229244862810379500, 1925977371766873544"
values_5,83,7,"{-7812688800899448184, 954366694390688202, 3246812677742396809, 2215204840539342268, -1891181347447253775, -8553990016217724748, 528171308769654626"
values_40,151,18,"{-6060509740769124337, -791996774501295661, -7127543457849582401, -2002907085536329005, 5825045616820742924, -6779931941912304726, -5083845226408896085, -841723283444196843, -8745595193222386862, 1933990081103715853, -2311999795189890839, 1556485354294519206, -4292038631637266981, 4045713650256805074, -5387325584489221836, 7334794728023545416, 701607973629588024, 3131737111044307007"
values_70,171,18,"{-2877393779206505044, 988697761694922709, -3926791277210009940, -6190183479556956781, -2985971212441150664, -3341420084926969151, -2222217772225299986, 4825401125909848681, 8121609187573953753, -3854877737568812157, -2170714979470149986, 5769949452334332813, 6164746661238152648, -4291776036600611821, 8856281923951677871, -9064681850083390912, -2580460774290555017, 254743140133216724"
values_23,138,15,"{-2219651643128220519, 4922814497263171066, 6044778988662163294, 8257111468991981505, 7306881238998856821, -6553658385199973192, 2272480411837527434, 4521692291201206370, 1290947588211514894, -840232543968085932, -6874760695582352041, -8911156882404267086, 3803417379924582376, -7966977538095188752, 4657264019166631680"
values_72,171,13,"{5165242005424670949, 1189914858082524182, 2694268619197280193, 818795807468982308, -4567525267429635631, -3663954939584087935, 3070072682635972918, 5676721117009520370, -1249100636022859603, -7699841491905381647, -2519691480274448573, 6741168799122858480, 4754851258633810924"
values_79,171,20,"{-1756951554089701507, 5931504526903211657, -8309298910150176610, 3279356929207342573, 9185630596750238279, -6020992583100346697, -1414237800538583800, 6435904787632310497, -2586632265470174083, -8089499812192339751, -9193316184900497566, 7605776898695832346, 4525883390713461023, 8401932217022775389, -7413901378043604548, 4963850790419661656, -791318434567744004, 6651140979278471961, -5511126940261071345, 2212491393630162695"
values_78,171,28,"{-5922201321915842949, 7992042736333861486, -8502317824627034002, -7608070851696158247, -3308338199867040581, -9056928959040931180, -3961860841271567596, 5786111000639347227, 2909895869187715212, 1642948776965642249, -3259982383112379647, 5499187882893682554, -6588675767165453257, -4860110474485247716, 2390523703820625949, 3076266847866121060, -5200187390699915216, 4485548479749326241, 9196594287667322419, 5223124867305643802, 63262603627642676, 4663888538732934432, 5378669309954599236, 8939318296150515440, -3934059645271716350, -6112980296294776853, -6375058067244256955, -3916881303562418755"
values_87,7,8,"{-1098322346828995390, 8737129347614275714, 4023652914791033441, -1656018987644760924, -306912119151473022, 4145411064765170637, -3611736293833953878, -2758492299546288708"
values_6,83,21,"{-6444732265508414389, 4241037757734113908, 5688963229129644474, 900394550266358498, 764759472492262777, -1251658015573842942, -2710920886320027472, 8844668610488619770, -3072074574995303467, 6310650464416587100, -4778389262008645719, 3098035605193027436, 2036978996876588385, -1724617394918344771, 4394461058700548035, 3632259615371662049, -1598892162853277098, -8402615443727822963, 426239865531217044, 4363367745377161426, 5297788313382401507"
