inputName,size
11,18
19,14
12,3
38,20
81,28
5,30
40,8
70,11
23,25
72,28
79,15
78,4
87,21
6,23
68,7
69,14
1,26
45,32
33,22
15,15
93,3
24,26
25,13
26,23
48,26
71,16
76,26
7,27
50,31
22,32
4,17
32,7
77,26
91,10
42,11
13,29
41,9
55,25
31,9
66,26
65,9
62,21
21,2
95,29
84,11
58,11
64,22
83,19
94,19
0,31
99,20
96,28
67,14
61,13
43,27
2,24
54,16
30,8
59,18
85,25
74,19
90,13
18,2
52,2
44,32
17,32
36,27
49,4
86,15
37,5
56,24
63,28
35,2
97,8
75,27
57,23
88,11
10,11
53,19
8,15
39,25
47,30
60,28
89,16
51,10
14,21
28,22
16,8
34,8
82,15
46,12
27,8
20,2
9,7
92,11
3,16
98,3
29,3
80,3
73,8
