inputName,size
11,21
19,29
12,19
38,3
81,23
5,24
40,27
70,2
23,10
72,21
79,3
78,22
87,2
6,22
68,20
69,21
1,19
45,8
33,8
15,24
93,17
24,4
25,29
26,4
48,17
71,10
76,2
7,31
50,25
22,17
4,13
32,22
77,32
91,30
42,13
13,25
41,5
55,16
31,3
66,18
65,23
62,15
21,21
95,32
84,16
58,13
64,8
83,19
94,8
0,20
99,28
96,4
67,9
61,23
43,11
2,16
54,26
30,23
59,13
85,18
74,3
90,7
18,14
52,10
44,20
17,15
36,18
49,26
86,27
37,15
56,17
63,14
35,14
97,14
75,3
57,2
88,3
10,32
53,6
8,8
39,27
47,31
60,22
89,27
51,11
14,13
28,17
16,4
34,24
82,8
46,3
27,5
20,24
9,17
92,25
3,28
98,10
29,12
80,14
73,5
