inputName,n
11,16
19,30
12,2
38,25
81,5
5,15
40,29
70,8
23,5
72,16
79,26
78,27
87,30
6,6
68,10
69,2
1,15
45,17
33,31
15,16
93,14
24,16
25,22
26,22
48,19
71,2
76,26
7,30
50,18
22,10
4,29
32,19
77,24
91,25
42,7
13,16
41,12
55,30
31,14
66,27
65,21
62,10
21,11
95,23
84,9
58,28
64,21
83,4
94,22
0,6
99,9
96,4
67,14
61,17
43,24
2,24
54,19
30,16
59,16
85,16
74,6
90,21
18,18
52,6
44,28
17,14
36,12
49,3
86,29
37,10
56,32
63,31
35,3
97,31
75,28
57,9
88,6
10,3
53,32
8,15
39,17
47,32
60,13
89,6
51,24
14,6
28,17
16,23
34,10
82,4
46,20
27,3
20,27
9,23
92,6
3,23
98,15
29,28
80,19
73,10
