inputName,idum
11,41
19,103
12,-15
38,-9
81,2
5,-118
40,7
70,-84
23,63
72,60
79,-37
78,-33
87,45
6,87
68,52
69,-11
1,112
45,-45
33,-68
15,-98
93,-38
24,-10
25,61
26,86
48,68
71,26
76,-95
7,-68
50,36
22,-91
4,-99
32,-99
77,-101
91,-120
42,-11
13,114
41,9
55,-120
31,124
66,-110
65,84
62,49
21,-5
95,-108
84,109
58,126
64,-14
83,-48
94,-22
0,43
99,74
96,-43
67,46
61,6
43,-54
2,-120
54,40
30,-91
59,-48
85,104
74,61
90,71
18,115
52,15
44,88
17,-26
36,-64
49,-81
86,114
37,-32
56,14
63,90
35,-101
97,119
75,-119
57,33
88,105
10,114
53,96
8,-21
39,19
47,-112
60,67
89,-17
51,13
14,-69
28,-49
16,70
34,-41
82,-3
46,9
27,48
20,42
9,-100
92,102
3,47
98,-53
29,-87
80,81
73,-67
