inputName,size
11,23
19,31
12,3
38,27
81,19
5,15
40,20
70,12
23,12
72,8
79,15
78,30
87,24
6,12
68,31
69,7
1,26
45,30
33,4
15,14
93,10
24,20
25,20
26,18
48,2
71,17
76,28
7,19
50,2
22,27
4,9
32,21
77,19
91,14
42,28
13,16
41,16
55,23
31,23
66,22
65,16
62,23
21,24
95,4
84,15
58,8
64,32
83,4
94,3
0,7
99,6
96,2
67,4
61,11
43,5
2,6
54,16
30,29
59,15
85,2
74,30
90,16
18,27
52,23
44,29
17,5
36,31
49,18
86,8
37,19
56,17
63,12
35,6
97,17
75,31
57,14
88,11
10,21
53,21
8,18
39,24
47,17
60,31
89,21
51,15
14,8
28,25
16,17
34,21
82,7
46,14
27,31
20,15
9,23
92,5
3,28
98,9
29,8
80,4
73,12
