inputName,idum
values_11,3167612146411488267
values_19,3139914118491325399
values_12,-5229664556376534867
values_38,-4663766056452821195
values_81,-2006432335134227205
values_5,5322272836347014218
values_40,4528557792209353138
values_70,2116858824848231495
values_23,8190783028789756811
values_72,3908269884274187413
values_79,7200796155530141649
values_78,-9096988256771774910
values_87,3474612511438636615
values_6,-919753339862544997
values_68,8233070015410272030
values_69,3799173851140850605
values_1,2068373663780939594
values_45,1641423122234172868
values_33,-2627656674465824768
values_15,7410389498542799502
values_93,-2114242047711663433
values_24,3073349291314775005
values_25,1521911521269059967
values_26,-2855881282198932856
values_48,-1822506113140195599
values_71,8500059858949274017
values_76,-4177954374442192621
values_7,8841848641071631388
values_50,158608907836566363
values_22,-712696377081975609
values_4,3985695925561392403
values_32,-7323643881182862103
values_77,-936932897140717099
values_91,3058179249950550171
values_42,6181863461153783163
values_13,8640130559084542887
values_41,-1115193804420978909
values_55,4540941814973997178
values_31,1277044516745213585
values_66,5478768249894857913
values_65,-6525654461292165649
values_62,-7806576390288059969
values_21,-3013674320234433716
values_95,956090632734202199
values_84,2912849054513092619
values_58,-4670198531169629359
values_64,-4548635595988140241
values_83,-2366146997335259299
values_94,2046886149501600091
values_0,4086408643995822933
values_99,5029022871138337069
values_96,-4355518403575599406
values_67,-5476501614746585885
values_61,-6695568441579642308
values_43,-2534918000299545484
values_2,-1242592078888730670
values_54,3978239627096926259
values_30,-7276593776952995492
values_59,-8322586527888166362
values_85,-7110474934979060165
values_74,-6898649154462708527
values_90,-964210899822638890
values_18,-4890160209719671300
values_52,3933520762021673398
values_44,4436783565839256561
values_17,2618807915814823345
values_36,4249000929781454810
values_49,-9054727764006379178
values_86,-3184208093943333819
values_37,5092684830911487490
values_56,-5300112060408100845
values_63,8364724782443866867
values_35,1660988725919511711
values_97,847312259430127904
values_75,6661025217733123479
values_57,-4206905974129346913
values_88,-6155082765642650316
values_10,-1011087402317997449
values_53,2445681314491055987
values_8,4674215754109474447
values_39,1251878821895362545
values_47,-3738437483842765531
values_60,-151887168935257726
values_89,-8247184572018073350
values_51,-4802679367928286730
values_14,-3496969777209284427
values_28,-5883225155405157492
values_16,1372428065341338732
values_34,3018419965154150365
values_82,1587108302829544556
values_46,7497789539020563549
values_27,5829155580693921628
values_20,-2879015177460026198
values_9,-4014508323718129392
values_92,1576229916260738499
values_3,-803086571844271963
values_98,-1582372745811939524
values_29,-8606655588478818573
values_80,-5396082082886155804
values_73,-1524971026802954020
