inputName,k,size,arr[size]
values_11,114,21,"{2597858938109742967, 2189393052515244849, -2046075239528010578, -2199153473921335354, -1727711690605155348, 6655354354520678329, 3056990160432269468, 1050734468085528319, -6102524549572228973, 6622466869335959009, -2156255184655277983, 7939149958403769323, -1222492354624944003, -8753032081143948054, 3400341385586938553, 4133375038538127125, 2366745361271321279, -5872149935139522473, -8225263789323353075, -212756651001258347, 6293120947697240855"
values_19,114,28,"{-1385810840079095721, -5322339599426741818, 4221132775460499021, 2670787092881573074, 4969872170176541784, -4683137513860113710, 4689920062031950232, 4506634775066605739, 3031916127708390175, 2111516312313287907, 3497026744288360046, 3421308088198032152, -5295259680837679346, 3784741686521037587, -7069863803420520223, -8696266637734303612, -7152454211469577118, 3149703887619400799, -1336509622065125531, -8888836928795314870, 462680105307355983, 3670093120402888368, -6884493270646037150, -9036518752236562099, -9052889269193221592, 3501518934161713956, 99672396374410336, -7757056279694895755"
values_12,114,4,"{-7162566900210984127, 7558218408178829606, -291489551237503483, 3011021286666739001"
values_38,29,14,"{-1165667435532311271, -7883771380264669091, 5325813265015675677, 8216173096855437534, 7982135632701182181, 9179804360957233548, -6750371245220525458, 2545612961409719116, -5548225135177377667, -5758872961744315545, -3592090318013367326, -7784306219912173499, -3075510313957097755, -2891074240348767977"
values_81,27,21,"{-1064426525611209140, 7128983745335131564, 7147437255215042462, -342376740260014269, 5334287150858807344, 9122338825830931329, 1050893513837661102, 1960271160495998019, -2042772290162797503, 5096504816951455571, -7044149338291168367, -4360221274768032791, 1597241616026892655, 5681725761237021501, -3272531420217653522, -3209348189871896372, 6809940628202711843, 1606644303983847355, 5713194092821444586, -5489181729263113653, 7173845248318337796"
values_5,220,26,"{907508073828695254, -8495174234894960109, 1461061139916705932, 3275891728035634094, 4036706211358371079, 1505345690775699895, 3474056336301804721, -6497644185233506540, 8371863488018884605, -3509259998059385887, 9007318287099578610, 2698167044504443498, 3616906064114722118, 147476671619771310, 7041442533350877663, -8746606724197333269, 5885741829084123795, -8711491860618148831, 5119842306787811636, -6594250406348075487, -1151994865635760001, 6750101745721281346, 5747414905029239865, -4934581715195606689, 7421424021278824385, 315292559198897225"
values_40,129,27,"{788182572569355340, -1998921926009014941, -7021341408039650869, -4025963899680087760, -928972343452868050, 4021567003059526984, 1961952913152047319, 1691101315542130633, -6197305126331143964, -4718525114225016231, 6991781904596728183, 9055075788986444721, 8337403029145459400, 711035454271157977, 6497993613155424568, -8488143600143713178, -1277141532758085007, 4057487515222832526, -3293640752836826382, 1407028394783088552, 830976875974770733, 6116358861728799206, -175238416407264161, 4758252510937314842, 6895968242626929256, 4124041373146127140, -3029023505405847410"
values_70,72,27,"{7467630293952423400, -992851233796506554, 2231716496157108202, -2891563989854846841, -7978423602949343904, -5709622959135049758, 5758691113168269701, 8631421661384638317, -7809448123567236777, -5688528538181914907, 3178621790141150519, -970845998353972171, -2911274686772977287, 7925158006878739755, 105402593097122605, -2735172380589987975, -3970691759781132411, 1093971802992622624, -174418239995099480, -9153584211289722879, -1044449590731192245, 5256634890926265011, -2818045225182733888, 2044366513124717620, 1508041485526546832, 9080942873276099028, 1254660475801586852"
values_23,74,28,"{6778996249036623296, -552570787375674598, 2815125779887706067, -7456922323409210015, -7391049782314917343, -4962204311234494252, -1456089774547991530, -3393112835357494313, 4693432444883629260, 7357069375327895320, -5600942644671249844, 6294839786781548486, 1998124277452999609, 3158767799815207778, 1415035821659238109, 4751205207131858081, 2986374919097690918, -3878827287150929789, -6547043639092431120, -8056526816679782787, 5521767514269380153, -5677138141277479696, 6781608910826461556, 6902641146751503588, -5899819306959727457, -3006512130148127838, 2494337733206799938, -7272901686483195411"
values_72,72,4,"{-5574501543899021876, -1547639753309505199, 4911540725026035955, -2083035791170369661"
