inputName,n,key,arr[n]
values_11,4,13,"{-5470541564067084429, 7950896024477256390, 1336594809478816071, 8359909515071638750"
values_19,4,10,"{8412065175014675482, -7532098765245681675, -6199460306707514546, -5729817700166836524"
values_12,4,30,"{-8714046615103858196, 6003435769443104301, -5965255814233726350, -7199488059988840006"
values_38,26,12,"{9107227938785598871, 7859779132373728871, -3504971812010219507, -9014482131081183760, -8116884023314991345, -1422151183879597537, -6906277048936633614, -5415653561935683984, 7863346048585649214, -6053510563212194970, 8970708009288444980, 527751695580727104, -3616449565725842450, 739923458560900988, -570246915020622981, -6129678620215660, 748550099449051580, 4130813681953456043, 6719920150207860586, 707477662158293700, 2012025455262390732, 5045056690356831235, -865851298619882758, 3592665751806428803, 580221244382917381, 6104600201467881035"
values_81,11,13,"{1038243108050264723, -4003792895379186494, -926509516685784699, -5545123651850506869, -1733139166487472890, -4154806687946496937, 5085606504151366296, 4469857386603428289, 6156757986428065305, -4861700127978535227, 7546799833079246111"
values_5,28,15,"{717464112113114066, -6319374190487726304, 5051182171578652115, 8663364761075057511, -3523967691335048389, 4704897909859600263, -7135733176378636035, 5582856274876360503, -5346485772615459882, 5241066214564334597, 6348163077223478885, 4502686662561954473, -1614303984639248690, 7898132730821580117, -4923986307465298529, 1252792101161734961, -7883051374548879010, 2605765754286082304, -8080184253115538723, -58112464319107320, -2411675773855214468, -5780211167091082195, -5282563099238686628, 9108976385790015458, -6748924940438571277, -5844270727018310433, 4572431451376316530, -8591542755180189015"
values_40,10,24,"{6622405513644953213, -2151805056847308014, 727222338129878342, -4062983558581106127, 2759076259025988784, 7306210092749736887, 6793662168166042872, 6398721919117761066, -5249438433850552614, -2141292695822560130"
values_70,26,24,"{9091668138690068515, -133289776245470416, 7551343009177025002, 6116353148325849432, 7158244095309900206, 4471864599150409834, 7500172722922516766, 3571705652748621338, -6357045157546044017, 8995156871709448239, 7040160250764244951, -7542493650820447753, 1990508610667530166, 94358264457927347, -5105113475133676173, -3559719293440426762, -6890079791131876074, 584224975838372225, -4767989747314401338, 1824439305054807612, -3518880008920512917, -3978340805627657268, -5133096174489536237, -1973212834382214005, -8803565272894133131, 1915115978837481870"
values_23,32,16,"{8209229987366314728, 1954790902762945067, 715178272372600056, -6413603670992156308, 187027209833019371, 9113084104514112119, 7244100700694368481, -8815592385047482540, 3652453182968271512, -4750774702089317937, -2460010498866160915, -2056671560710491863, -4774326299379055733, -5839449986059716285, -6527763334188493202, -5383382341256387225, -6951645766796376946, -8290698725855273310, -913510544403282171, 1515574697878923440, -1240640184304376244, -3259009306686878377, 5755913361329408075, 5898703578633595958, -1283783123229211398, 7747644807163736090, -871225199470177246, -7987412924171873023, -6409015305267820705, 2109081931078379377, -349294436158715360, 1296000722013747268"
values_72,26,30,"{-4135942820921580202, 94295460196326032, 9167677394172650841, -1972183698889208570, -3925041795774541204, -779595255304057006, -1922933806136647774, -8861232798442921916, 923498992136852988, 7518754321174579120, -8408051747621544206, 6230629252232953636, 8503315456324738021, 3970685683235607549, -7884166630762584004, 5838531557127694498, 1582077560781857706, -2953606236897971577, 4898173386497440941, 4177787867659699620, 4720171998504544725, 1015774403654238771, 8667997823478784003, -145225234261036109, -7365631845618508925, -404711417203637613"
values_79,26,10,"{103448708318144065, -612635158520592604, -1278021754651615475, 4281363358261775767, 4055033533093007867, -2192690171527889051, -3793566579491910960, -2631412558125352467, 2691214698887003709, -6643419506166070600, 5725296012105795489, 8134430225636850708, 2532934264033489133, 5053937566133571190, -8982877100040850089, 7285396166037708604, 2516716693261226771, 7465471054371293589, -8488897490655560901, 2521519830769874269, -5144735574557009636, -9083471451460926760, 9118807969458650837, 8177549322472005820, 8065569039725473706, -6520006779681260926"
values_78,26,12,"{-4286048808015248804, 4381448263046392552, 6542496299288029124, 7259514449038552601, -8465556594708579250, -2050037197990098863, 5829689146093356063, -1469984082616647672, -7534651492703115539, 972125851902848429, 9102936802762612803, 3623183211643466689, 3703390300306533556, -6412979067350555225, -5372545196855896647, 1286294626051871165, -6016445572664524657, 6024722828555909666, -955168669512472433, -6768550108693300006, -2022898744677509406, -258917097583396253, 98935141014775501, 6387003292875918760, 689620786628229134, 9082942804663956143"
values_87,11,16,"{-2794714076350171806, -5920994528869898732, -4925376253142089243, -5249499998456253626, -5499730174644539381, -348431664742358280, 2939510507546419872, -724886881573022794, 7472561343518123751, -556643696039094409, 2200915491958048687"
values_6,28,19,"{63036643509624753, 4703977158530193186, -981893716247677904, 8068458045754119030, -643526539011420422, -5550673287521285556, 1413986429170159617, 1414168606184295095, -2165808306116325224, 2779226902951612985, 7041623322577892915, -2408747441663251443, 5403398417640181895, 7403182644240621785, 434191671928677078, 8390809436293382964, 5062806491654446101, -6809778445504028634, -8020550152355458815, 7573401842287363336, 4145717376610147150, -6167106952100738487, 3213667776753803196, -4737688304166686880, 1804520835171382949, 4288306231669200859, -1281362133132666924, 8681138106089360139"
values_68,17,12,"{7508420674441494944, -5730453387784245910, -1675603707484824666, -2292396340755994389, 422935468952488102, 1844697094398573953, -1643477117886623736, 3507814407174825170, 895883368443619871, 8013142986794608425, -4077160616883115307, 4804471823610680235, -304918483290527332, 1243326495698179175, 4487518954932673673, -3992311595097736298, -5966865202523504090"
