inputName,val
11,7970315007118251607
19,4072077436997327186
12,3177126814751490066
38,5160106892973830785
81,1884340212901172453
5,3711676212981250803
40,2503516480072667916
70,1317973479949276032
23,2888116843668433583
72,1922285553319520350
79,2393196459085911167
78,5769530282973530355
87,8664857722781551321
6,787313482901684451
68,1550052236446965057
69,7996768407960826236
1,7410150302241787640
45,4762605670438688956
33,5525404905542306541
15,7795445285443655109
93,524931125981646498
24,1160580460295075895
25,4175741244074552924
26,2490635082340804197
48,5502398103032558521
71,1965855261341987605
76,4863372646253456086
7,1499990922998294085
50,2711072104522459240
22,5164378569807776892
4,6069035112611593814
32,7331141890741936470
77,8712327646451058141
91,2506447673862210362
42,7343577708772433779
13,7397247211635220122
41,130655056690573695
55,2953335322781652578
31,6821543552645825193
66,5439771945804019641
65,4043724973070541917
62,7318352335316078720
21,5280399468564226133
95,7932362865198027607
84,8892715000786481099
58,8746316715579997520
64,3316439242082915642
83,6700032483381964357
94,5977082179645148568
0,7334667146261220559
99,7584437510279112531
96,1444503389814696851
67,1237782912671894821
61,614313818740963146
43,1964662901846150132
2,4999841147803990349
54,1662686674600857627
30,9064164472034104334
59,3471230711793389765
85,6923293307695876270
74,7784308449933903119
90,9013391774556700178
18,5461006791659104071
52,6068183689170053860
44,5762574052506839436
17,2132055864740553703
36,8370165759741486146
49,3625010181900143439
86,8176311430113759682
37,2676200787752266457
56,7033378811639134549
63,2856226436522444612
35,7164763975804336647
97,4034822001093740244
75,3723780504138183437
57,899475318900529599
88,7921941021934902481
10,3607618336398582744
53,5014796118186655138
8,9068745419938086874
39,6550540906744779350
47,7620562602312601444
60,5264488416988880258
89,2686745691121477685
51,183285233711605308
14,5792715432843727199
28,8964245989980489294
16,3226044221672904670
34,4928460284601865866
82,9203068504866353164
46,2204650931980908972
27,8584815293463696974
20,8616280627140208039
9,1269149009861202011
92,2252433987681510677
3,6911332559517207160
98,4503286105530790384
29,4507596368149011976
80,7420569423357762192
73,2442030516385638122
