inputName,size,a[size]
values_11,6,"{-32639, 24998, -1765, -13423, 22786, 25872"
values_19,30,"{-24174, -17455, 21842, 29356, -23657, 25747, 2915, -32222, 25480, 1954, -21107, -16636, -1643, 13248, 25769, -7687, 20421, 31845, -16566, 25018, -32611, 14989, 13457, -29906, 8460, 16749, -750, -22052, 31075, -29643"
values_12,8,"{24254, 20385, 25119, -733, -15626, 4612, 21294, -27518"
values_38,2,"{28498, -25633"
values_81,18,"{-12125, 21998, -12381, -17058, -28582, 25870, -16991, 1486, 8370, 4186, -3630, -23859, -17700, 451, 13913, -13960, 383, 6416"
values_5,21,"{-20071, 9348, -29923, -6426, -15853, 7165, 12051, -26990, -22998, 17592, -28404, -26807, 18898, 24233, 29419, 9361, 29249, -29039, 23622, 9051, 2990"
values_40,17,"{-26991, 9753, -5308, 26690, -23320, -19791, -9581, -21878, 18948, 11297, 3976, -11006, -22581, 14481, 3271, 25682, -7734"
values_70,32,"{11336, -748, -19191, -10560, -23867, -13752, 5630, 27810, -4625, 26394, 5643, -27558, -3860, -20425, -30147, -18795, -11564, -15415, 18579, 24296, -6659, 23541, 29305, 16561, 13409, 11705, 25998, -20692, 26811, -20990, -29934, 12003"
values_23,30,"{-9400, -5114, 7206, 10024, -29533, -22049, 1316, 28424, -5911, 10380, 23852, -7434, -29820, -11929, 1324, -7113, 14162, 23882, 1822, 17388, 14829, -31204, 5082, 21897, 23516, 27636, 2743, 84, 17242, -19562"
values_72,12,"{-6643, -27518, -6814, 23137, 29519, 24093, 14602, -24690, 31339, 28197, 31535, 6117"
values_79,14,"{5075, 31538, 1179, 17986, 16077, -22452, -31130, -1724, 3199, 19811, -24378, 5903, 24450, -24692"
values_78,15,"{-9503, 20160, -4209, -32046, 9207, -24555, 18182, 26801, -3475, -11166, 15879, 2837, 11201, 10102, 22745"
values_87,32,"{5884, 9749, 1376, 32020, 7657, 10924, -5558, 16106, 7303, 28279, 32183, 9178, 10560, -30291, 28038, -24983, -23534, 8300, -19982, -30735, -19396, 8215, 31035, 32233, 775, 17291, 20311, 16858, 8674, -19409, 5522, 22700"
values_6,11,"{-7142, 16408, -7892, -12789, -26266, 30762, 550, 28753, -8622, 19020, -25486"
values_68,16,"{17060, -25363, -24167, -22076, 7395, -29877, -2178, -23822, -12411, -17287, -9603, -24985, 10652, -18409, 19474, 4225"
values_69,4,"{12203, -17595, -2171, 10014"
values_1,29,"{-23197, -3401, 27390, -15085, -1175, -24818, -8884, 26217, -6613, -16967, -27918, 3552, 6625, -24168, -11928, 5404, -2595, 32733, -10451, 14710, 12098, 27113, 2663, -1853, 29803, -30537, 8763, 30226, 11382"
values_45,4,"{-19357, -731, -12617, 27614"
values_33,6,"{-27529, 4451, 28689, -25418, -12762, 25376"
values_15,24,"{-529, 8734, 18541, 24051, -28756, 6612, -8449, 10570, -22003, -22253, 8538, -22973, 31860, -1115, 472, -908, -29035, 17153, -12939, -9173, 5067, -24636, -15720, 19694"
values_93,27,"{-7540, -15234, 23057, 30611, 27373, -3618, -12687, 7565, 622, -9835, 16289, 15850, -30059, 23990, -13830, 14564, -14889, 30597, -30418, -2602, -13622, 13095, -24683, 8675, -7466, -19418, -12213"
values_24,27,"{-9007, 1175, 343, 1758, 6755, 19190, 30095, 21433, 20641, 31293, -3107, 5268, 29877, -27605, -2355, -30339, -20701, -24543, -14860, -9026, 31420, -25601, -22498, 27560, -15665, -31573, 19277"
values_25,14,"{-10792, -1639, -15942, 31880, 12178, 14064, -32198, 18372, -5084, 7934, 27376, 23294, 25313, -11450"
values_26,18,"{-15511, 8657, -32740, 10218, -2549, -25307, 30791, 5241, -19083, 2926, -29326, 22884, 25943, -13000, 14238, 22957, 8833, 9059"
values_48,9,"{-4028, -8794, 30979, 17926, -14296, -19576, -8182, -27789, -12992"
values_71,8,"{-1194, -20053, 892, 2882, -152, 8708, -3725, 31076"
values_76,30,"{29917, 11267, 3971, -15806, 574, -22415, -3513, -18892, 24083, -10800, 15516, -24017, -11445, 11438, 5288, 17227, -4538, -19632, -27005, -13376, 15438, -23215, -7050, 24422, -31754, 10451, 8100, -3087, 18314, 27282"
values_7,29,"{-11410, -699, -7697, -26332, 4014, 17435, -10189, -3142, -10741, -24609, 27962, -10653, 29165, 3371, -17953, 26644, -2209, 22239, -19073, 13505, -26591, 5380, 21394, -17815, 18011, 11077, -21364, -32313, -15397"
values_50,7,"{14148, 9331, -7499, -28520, 31544, 22921, -24642"
values_22,3,"{-24040, 32308, 16450"
values_4,30,"{-30383, 32153, 16879, -20855, 23115, 20254, -932, 17038, -24433, 19655, 10934, -28377, -7325, -18701, -22188, -27769, -19451, -13900, 2700, -25788, 5045, 10595, 6667, 32401, -10126, -4393, -21402, -8485, 21362, -2479"
values_32,27,"{21181, 12672, -6073, -27179, 9234, -26440, -9785, -16907, -6926, 11219, 17408, -11229, -18026, -2103, 1258, 11680, -16083, 4851, -12209, -3168, -29520, -20648, 23556, 1351, -549, -13125, 15780"
values_77,24,"{1789, 25123, 13143, 2115, 1518, 9405, -10740, 22648, 27382, -1910, -6203, 7970, 13138, 27278, -31300, -27422, -25650, -26401, 6881, -22704, -23100, -13276, -28149, 28961"
values_91,13,"{-32256, 23846, 10397, 21211, 15809, -12415, -111, -7495, -3773, -30205, 21012, 6377, 18693"
values_42,27,"{13465, 28224, -29737, -21204, -1880, -6788, -9945, -14998, -8813, -1529, -5658, -8412, 25148, -8276, 26891, -3093, 19718, 24310, -14561, -19502, -10360, -15990, 12863, -17161, 14632, -18542, -4335"
values_13,17,"{-26256, -16202, -4003, -9776, 10141, -21598, 8208, -30034, -22261, -32074, 17000, 4720, 28018, 4962, -11193, -22850, -2126"
values_41,26,"{-26681, 9963, -11450, -1618, -12572, 16607, -28047, 14105, 30163, -11236, -8007, 32656, -25789, 6916, -3052, 6984, -20526, -21664, 15603, 18901, 20907, 32722, 26630, 14493, -22295, -8806"
values_55,22,"{3105, -30955, 1373, -3664, 14070, -30625, 31847, -17235, -18694, 2310, 17123, 9606, -20935, 27248, 31470, -21702, 18545, -24755, -5661, -9816, -28730, -7602"
values_31,21,"{-12800, -4437, 18269, 2961, 30018, -12376, -24828, -6040, 13135, 352, -2667, 26143, 8676, 15903, -16169, 975, -25611, 28041, -18767, -14619, 17445"
values_66,21,"{30848, -15191, -8415, 28892, 21125, 11618, 27272, -28283, -22019, 20407, 13372, 27810, 26904, 28048, 10558, 22975, -17197, 32214, 20874, -23374, 12446"
values_65,7,"{1420, -686, 12699, -8076, -13297, 22691, -9611"
values_62,11,"{-18429, 24735, -28430, 30922, 26164, 6023, 10319, -13590, -22733, -32071, 5249"
values_21,9,"{-9013, -4719, 14154, 12924, 18179, 2191, -10099, -28275, -23638"
values_95,15,"{-14812, 8342, -9089, 12388, 24742, -19258, 22563, 12341, -24050, 4328, -23298, -18177, 8315, 7634, 13643"
values_84,14,"{-28848, 31069, 10946, 26421, -18015, 9177, 354, -26832, -31808, -31312, -20568, 10339, -29921, -26155"
values_58,18,"{-942, -4045, 6262, -1568, 17231, 12200, -2003, 17121, 21418, -23544, 15325, -32145, 26346, -27189, 12643, -14983, -28333, 9773"
values_64,19,"{-32106, 14987, 8960, -12384, 6677, -1261, 24093, -21070, -4481, -1750, 18634, 20077, 226, 6485, -16868, -10576, -27341, -23759, -8918"
values_83,12,"{27722, -11867, 3251, 9572, 31017, 21362, 17783, -363, 31809, 15004, 24640, 19165"
values_94,31,"{8890, 14840, -14906, -32271, 16337, -6958, 18639, -19724, -8268, 11184, 2951, -623, 20154, 13215, -5543, -67, 1267, 5456, 9142, 7104, 6795, -9178, -26851, 28430, -7020, -15099, 26185, 24006, -6905, 30188, -821"
values_0,27,"{30330, -32240, -4062, 6455, 26984, -30958, -3098, -6669, -28160, 10224, 31447, 5902, 8152, 28094, 7988, -24801, 19098, 9875, -28165, 31730, 23093, 30590, 17747, -10828, 12196, 18674, 31489"
values_99,10,"{18955, 15502, -12043, -24783, -2009, 1405, 17507, -23861, 13094, 3670"
values_96,9,"{-2484, -9216, -12106, 9682, 11196, -19323, -26189, -15809, -32580"
values_67,30,"{5550, 9791, 17646, 17926, 4320, -3013, 12695, 28248, -29153, 29577, -12670, -26841, -20288, -9718, 2968, 15419, -19757, 16557, 22117, -29848, -28482, 5563, -20624, -18653, -13606, 10320, -29488, 10902, 29582, -8822"
values_61,28,"{-15474, 15666, 28257, -1995, -8924, -8339, -16225, -7385, -15507, 2245, 25962, -475, 31924, 145, 23306, -4441, 5450, 2046, -14210, -29391, -27519, -5456, -19292, 6771, -12975, -17621, 30991, 12450"
values_43,22,"{11736, -28275, -466, 24844, 12031, 27632, -3985, -8666, -24787, 27375, -19804, -9656, 19435, -18307, 32635, 28806, 8962, 1285, 9649, -11313, -1054, -12989"
values_2,32,"{9342, 13725, -5524, -11781, -9812, -13146, -16770, 10015, -28802, 18009, -29417, -573, -26967, -25370, 10003, 12365, -665, 21468, 2027, -9249, -2944, -12068, 17625, -2780, -21311, 31061, 7117, 8632, -19174, 2067, -17632, -18847"
values_54,10,"{18074, 14548, 23302, -1288, -27037, 23087, 5645, 23851, -2568, 19436"
values_30,2,"{-6883, 877"
values_59,26,"{-32750, -17008, -27829, 21572, -23202, 28174, -26818, 26436, 9903, -23104, 14241, 18319, 20064, -2402, -18345, -27628, -17100, -4689, 26188, -11474, -30160, -10660, -6325, 19082, 2535, 11184"
values_85,22,"{-17841, 23336, 504, -29494, -9368, -1711, -18756, -31368, 6842, 16280, -14068, -1473, -13431, -18796, -5967, 29508, -14509, 27938, 1111, -31770, -16708, 19922"
values_74,25,"{-10899, 6875, -3405, -29535, 22921, 29391, 29574, 9877, 18351, -24739, 20443, -12523, 12770, 25375, -12495, 11804, -29200, -22286, 24156, 30415, -32601, -9064, 1549, 16288, -1510"
values_90,4,"{-20158, -18865, 7177, -28872"
values_18,16,"{4459, -24272, 17702, -4061, 25765, 19577, 26791, 30467, -34, -20987, 265, 7209, -8600, 152, 4647, 628"
values_52,28,"{2552, -22436, 13404, 14369, -12679, 16486, 13506, -25476, 2691, 265, 23407, -29079, 28857, -20959, -10397, 18337, -14950, -3920, -3198, -582, 19881, 30755, 6819, 23821, 22539, 11588, 10211, -4502"
values_44,14,"{-19520, -8749, -18843, -23088, -31819, -30282, -22956, -12901, -27881, 27613, -8911, 28050, -26406, -26420"
values_17,18,"{31030, -8624, 18263, -1800, 2616, -25102, -5863, 29002, 19691, 14775, 22418, 20077, -18132, -9785, 3539, -7185, -28109, 25358"
values_36,14,"{3525, -21704, 28221, -20142, -17720, 18711, -24417, -14699, -27429, -5439, 31245, 28590, 23188, -31754"
values_49,24,"{-22265, 14018, 29211, -4524, -29831, 11082, 13636, -18675, -22684, -15780, 11417, -5015, -19508, -21867, 11121, 23882, -30323, -12682, -10070, -23150, -30024, 27793, 9960, -24826"
values_86,29,"{-18523, -20262, 25766, 29371, 7391, 13452, 9, -16511, 29822, -14083, -21114, 26266, 16523, -20704, -23536, -8748, -22636, -14906, 23782, -31239, 13223, 10538, 8799, -7637, 7796, -933, -26861, -18009, -5477"
values_37,23,"{-18595, 19989, 24099, 19796, -23957, -7267, 30489, -30729, 9548, -16877, 6087, 11236, -31630, 5306, -21981, 16318, 28913, 25281, 29480, -27377, 22081, 27032, -32038"
values_56,23,"{-16135, -23134, -26836, -30021, -3306, 3470, 21221, -3231, -25505, -6972, 24664, -13766, 712, 18738, 1935, -11664, 23434, 32436, -17893, 5089, -14094, 28384, -5432"
values_63,13,"{23332, -6578, -18353, -1890, -8423, -32573, -31537, -12758, -16683, -25005, 461, -1753, -21473"
values_35,26,"{-5865, -31741, -5074, -20501, -7397, -26789, 25283, 6613, -24198, 32697, 14678, 30471, 21130, -7343, 8936, -17852, 8819, 14189, 18397, -12289, 23934, 1539, -4279, 849, -20926, -11595"
values_97,6,"{7835, -31680, -32337, 28876, 19705, 24335"
