inputName,n
11,4
19,13
12,24
38,20
81,13
5,31
40,4
70,17
23,7
72,24
79,28
78,25
87,23
6,22
68,31
69,28
1,27
45,8
33,24
15,28
93,8
24,8
25,29
26,32
48,28
71,23
76,17
7,30
50,4
22,12
4,11
32,7
77,9
91,13
42,9
13,10
41,22
55,14
31,3
66,6
65,25
62,22
21,30
95,9
84,19
58,23
64,25
83,4
94,15
0,19
99,5
96,3
67,9
61,23
43,15
2,5
54,25
30,17
59,21
85,21
74,17
90,19
18,16
52,22
44,13
17,16
36,15
49,27
86,8
37,9
56,31
63,4
35,19
97,18
75,30
57,23
88,27
10,18
53,14
8,31
39,20
47,2
60,28
89,32
51,28
14,16
28,18
16,8
34,14
82,20
46,16
27,20
20,29
9,11
92,16
3,20
98,9
29,11
80,3
73,24
